period,metric,value,unit,source_file,anchor_quote
2Q25,doe_attributable_to_bn,391,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'DOE attributable to BN ... $ 430 $ 420 $ 391 $ 430'
3Q25,doe_attributable_to_bn,420,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'DOE attributable to BN ... $ 430 $ 420 $ 391 $ 430'
4Q25,doe_attributable_to_bn,430,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'DOE attributable to BN ... $ 430 $ 420 $ 391 $ 430'
1Q26,doe_attributable_to_bn,430,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'DOE attributable to BN ... $ 430 $ 420 $ 391 $ 430'
4Q24,retail_annuity_sales_fixed_index,1797,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Fixed Index ... $ 2,155 $ 2,529 $ 2,513 $ 1,835'"
1Q25,retail_annuity_sales_fixed_index,1835,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Fixed Index ... $ 2,155 $ 2,529 $ 2,513 $ 1,835'"
2Q25,retail_annuity_sales_fixed_index,2513,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Fixed Index ... $ 2,155 $ 2,529 $ 2,513 $ 1,835'"
3Q25,retail_annuity_sales_fixed_index,2529,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Fixed Index ... $ 2,155 $ 2,529 $ 2,513 $ 1,835'"
4Q25,retail_annuity_sales_fixed_index,2155,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Fixed Index ... $ 2,155 $ 2,529 $ 2,513 $ 1,835'"
1Q26,retail_annuity_sales_fixed_index,1691,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Fixed Index ... $ 2,155 $ 2,529 $ 2,513 $ 1,835'"
4Q24,retail_annuity_sales_fixed_rate,918,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Fixed Rate ... 2,028 2,128 1,031 1,049'"
1Q25,retail_annuity_sales_fixed_rate,1049,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Fixed Rate ... 2,028 2,128 1,031 1,049'"
2Q25,retail_annuity_sales_fixed_rate,1031,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Fixed Rate ... 2,028 2,128 1,031 1,049'"
3Q25,retail_annuity_sales_fixed_rate,2128,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Fixed Rate ... 2,028 2,128 1,031 1,049'"
4Q25,retail_annuity_sales_fixed_rate,2028,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Fixed Rate ... 2,028 2,128 1,031 1,049'"
1Q26,retail_annuity_sales_fixed_rate,1385,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Fixed Rate ... 2,028 2,128 1,031 1,049'"
4Q24,retail_annuity_sales_variable_other,16,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Variable ... 166 101 80 46 (labelled 'Other' in Q1 2026 supp)'"
1Q25,retail_annuity_sales_variable_other,46,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Variable ... 166 101 80 46 (labelled 'Other' in Q1 2026 supp)'
2Q25,retail_annuity_sales_variable_other,80,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Variable ... 166 101 80 46 (labelled 'Other' in Q1 2026 supp)'
3Q25,retail_annuity_sales_variable_other,101,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Variable ... 166 101 80 46 (labelled 'Other' in Q1 2026 supp)'
4Q25,retail_annuity_sales_variable_other,166,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Variable ... 166 101 80 46 (labelled 'Other' in Q1 2026 supp)'
1Q26,retail_annuity_sales_variable_other,176,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,ANNUITIES DETAILS p.10: 'Variable ... 166 101 80 46 (labelled 'Other' in Q1 2026 supp)'
4Q24,total_retail_annuity_sales,2731,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Total Retail Annuities ... 4,349 4,758 3,624 2,930'"
1Q25,total_retail_annuity_sales,2930,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Retail Annuities ... 4,349 4,758 3,624 2,930'"
2Q25,total_retail_annuity_sales,3624,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Retail Annuities ... 4,349 4,758 3,624 2,930'"
3Q25,total_retail_annuity_sales,4758,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Retail Annuities ... 4,349 4,758 3,624 2,930'"
4Q25,total_retail_annuity_sales,4349,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Retail Annuities ... 4,349 4,758 3,624 2,930'"
1Q26,total_retail_annuity_sales,3252,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Total Retail Annuities ... 4,349 4,758 3,624 2,930'"
4Q24,institutional_annuity_sales_prt,3241,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Pension Risk Transfer ... 880 280 311 408'"
1Q25,institutional_annuity_sales_prt,408,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Pension Risk Transfer ... 880 280 311 408'
2Q25,institutional_annuity_sales_prt,311,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Pension Risk Transfer ... 880 280 311 408'
3Q25,institutional_annuity_sales_prt,280,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Pension Risk Transfer ... 880 280 311 408'
4Q25,institutional_annuity_sales_prt,880,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Pension Risk Transfer ... 880 280 311 408'
1Q26,institutional_annuity_sales_prt,90,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,ANNUITIES DETAILS p.10: 'Pension Risk Transfer ... 880 280 311 408'
4Q24,institutional_annuity_sales_funding_agreements,0,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Funding Agreements ... 1,389 — 400 500'"
1Q25,institutional_annuity_sales_funding_agreements,500,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Funding Agreements ... 1,389 — 400 500'"
2Q25,institutional_annuity_sales_funding_agreements,400,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Funding Agreements ... 1,389 — 400 500'"
3Q25,institutional_annuity_sales_funding_agreements,0,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Funding Agreements ... 1,389 — 400 500'"
4Q25,institutional_annuity_sales_funding_agreements,1389,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Funding Agreements ... 1,389 — 400 500'"
1Q26,institutional_annuity_sales_funding_agreements,500,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Funding Agreements ... 1,389 — 400 500'"
4Q24,total_institutional_annuity_sales,3241,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Total Institutional Annuities ... 2,269 280 711 908'"
1Q25,total_institutional_annuity_sales,908,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Institutional Annuities ... 2,269 280 711 908'"
2Q25,total_institutional_annuity_sales,711,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Institutional Annuities ... 2,269 280 711 908'"
3Q25,total_institutional_annuity_sales,280,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Institutional Annuities ... 2,269 280 711 908'"
4Q25,total_institutional_annuity_sales,2269,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Institutional Annuities ... 2,269 280 711 908'"
1Q26,total_institutional_annuity_sales,590,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Total Institutional Annuities ... 2,269 280 711 908'"
4Q24,total_gross_annuity_sales,5972,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Total Gross Annuity Sales ... 6,618 5,038 4,335 3,838'"
1Q25,total_gross_annuity_sales,3838,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Gross Annuity Sales ... 6,618 5,038 4,335 3,838'"
2Q25,total_gross_annuity_sales,4335,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Gross Annuity Sales ... 6,618 5,038 4,335 3,838'"
3Q25,total_gross_annuity_sales,5038,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Gross Annuity Sales ... 6,618 5,038 4,335 3,838'"
4Q25,total_gross_annuity_sales,6618,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Gross Annuity Sales ... 6,618 5,038 4,335 3,838'"
1Q26,total_gross_annuity_sales,3842,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Total Gross Annuity Sales ... 6,618 5,038 4,335 3,838'"
4Q24,total_net_annuity_sales,5969,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Total Net Annuity Sales ... $ 6,604 $ 5,024 $ 4,326 $ 3,831'"
1Q25,total_net_annuity_sales,3831,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Net Annuity Sales ... $ 6,604 $ 5,024 $ 4,326 $ 3,831'"
2Q25,total_net_annuity_sales,4326,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Net Annuity Sales ... $ 6,604 $ 5,024 $ 4,326 $ 3,831'"
3Q25,total_net_annuity_sales,5024,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Net Annuity Sales ... $ 6,604 $ 5,024 $ 4,326 $ 3,831'"
4Q25,total_net_annuity_sales,6604,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Net Annuity Sales ... $ 6,604 $ 5,024 $ 4,326 $ 3,831'"
1Q26,total_net_annuity_sales,3840,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Total Net Annuity Sales ... $ 6,604 $ 5,024 $ 4,326 $ 3,831'"
4Q24,retail_annuity_outflows,-2246,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Retail Annuity Outflows ... $ (2,763) $ (2,816) $ (2,475) $ (2,158)'"
1Q25,retail_annuity_outflows,-2158,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Retail Annuity Outflows ... $ (2,763) $ (2,816) $ (2,475) $ (2,158)'"
2Q25,retail_annuity_outflows,-2475,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Retail Annuity Outflows ... $ (2,763) $ (2,816) $ (2,475) $ (2,158)'"
3Q25,retail_annuity_outflows,-2816,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Retail Annuity Outflows ... $ (2,763) $ (2,816) $ (2,475) $ (2,158)'"
4Q25,retail_annuity_outflows,-2763,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Retail Annuity Outflows ... $ (2,763) $ (2,816) $ (2,475) $ (2,158)'"
1Q26,retail_annuity_outflows,-2730,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Retail Annuity Outflows ... $ (2,763) $ (2,816) $ (2,475) $ (2,158)'"
4Q24,institutional_annuity_outflows,-150,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Institutional Annuity Outflows ... (221) (201) (180) (142)'"
1Q25,institutional_annuity_outflows,-142,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Institutional Annuity Outflows ... (221) (201) (180) (142)'
2Q25,institutional_annuity_outflows,-180,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Institutional Annuity Outflows ... (221) (201) (180) (142)'
3Q25,institutional_annuity_outflows,-201,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Institutional Annuity Outflows ... (221) (201) (180) (142)'
4Q25,institutional_annuity_outflows,-221,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Institutional Annuity Outflows ... (221) (201) (180) (142)'
1Q26,institutional_annuity_outflows,-225,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,ANNUITIES DETAILS p.10: 'Institutional Annuity Outflows ... (221) (201) (180) (142)'
4Q24,total_annuity_net_flows,3573,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Total Net Flows ... $ 3,620 $ 2,007 $ 1,671 $ 1,531'"
1Q25,total_annuity_net_flows,1531,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Net Flows ... $ 3,620 $ 2,007 $ 1,671 $ 1,531'"
2Q25,total_annuity_net_flows,1671,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Net Flows ... $ 3,620 $ 2,007 $ 1,671 $ 1,531'"
3Q25,total_annuity_net_flows,2007,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Net Flows ... $ 3,620 $ 2,007 $ 1,671 $ 1,531'"
4Q25,total_annuity_net_flows,3620,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Total Net Flows ... $ 3,620 $ 2,007 $ 1,671 $ 1,531'"
1Q26,total_annuity_net_flows,885,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Total Net Flows ... $ 3,620 $ 2,007 $ 1,671 $ 1,531'"
4Q24,annuity_net_investment_income,1220,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Net investment income ... $ 1,416 $ 1,371 $ 1,345 $ 1,321'"
1Q25,annuity_net_investment_income,1321,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Net investment income ... $ 1,416 $ 1,371 $ 1,345 $ 1,321'"
2Q25,annuity_net_investment_income,1345,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Net investment income ... $ 1,416 $ 1,371 $ 1,345 $ 1,321'"
3Q25,annuity_net_investment_income,1371,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Net investment income ... $ 1,416 $ 1,371 $ 1,345 $ 1,321'"
4Q25,annuity_net_investment_income,1416,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Net investment income ... $ 1,416 $ 1,371 $ 1,345 $ 1,321'"
1Q26,annuity_net_investment_income,1487,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Net investment income ... $ 1,416 $ 1,371 $ 1,345 $ 1,321'"
4Q24,annuity_cost_of_funds,-804,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Cost of funds ... (984) (972) (935) (899)'"
1Q25,annuity_cost_of_funds,-899,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Cost of funds ... (984) (972) (935) (899)'
2Q25,annuity_cost_of_funds,-935,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Cost of funds ... (984) (972) (935) (899)'
3Q25,annuity_cost_of_funds,-972,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Cost of funds ... (984) (972) (935) (899)'
4Q25,annuity_cost_of_funds,-984,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Cost of funds ... (984) (972) (935) (899)'
1Q26,annuity_cost_of_funds,-1031,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,ANNUITIES DETAILS p.10: 'Cost of funds ... (984) (972) (935) (899)'
4Q24,annuity_net_investment_spread,416,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Total net investment spread ... $ 432 $ 399 $ 410 $ 422'"
1Q25,annuity_net_investment_spread,422,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Total net investment spread ... $ 432 $ 399 $ 410 $ 422'
2Q25,annuity_net_investment_spread,410,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Total net investment spread ... $ 432 $ 399 $ 410 $ 422'
3Q25,annuity_net_investment_spread,399,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Total net investment spread ... $ 432 $ 399 $ 410 $ 422'
4Q25,annuity_net_investment_spread,432,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,ANNUITIES DETAILS p.10: 'Total net investment spread ... $ 432 $ 399 $ 410 $ 422'
1Q26,annuity_net_investment_spread,456,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,ANNUITIES DETAILS p.10: 'Total net investment spread ... $ 432 $ 399 $ 410 $ 422'
4Q24,annuity_average_invested_assets,87507,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10 (Dec. 31, 2024 col): 'Average invested assets ... $ 100,708 $ 96,527 $ 93,479 $ 91,266'"
1Q25,annuity_average_invested_assets,91266,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Average invested assets ... $ 100,708 $ 96,527 $ 93,479 $ 91,266'"
2Q25,annuity_average_invested_assets,93479,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Average invested assets ... $ 100,708 $ 96,527 $ 93,479 $ 91,266'"
3Q25,annuity_average_invested_assets,96527,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Average invested assets ... $ 100,708 $ 96,527 $ 93,479 $ 91,266'"
4Q25,annuity_average_invested_assets,100708,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"ANNUITIES DETAILS p.10: 'Average invested assets ... $ 100,708 $ 96,527 $ 93,479 $ 91,266'"
1Q26,annuity_average_invested_assets,103465,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"ANNUITIES DETAILS p.10: 'Average invested assets ... $ 100,708 $ 96,527 $ 93,479 $ 91,266'"
4Q24,total_gross_reserves,109983,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"RESERVES BY PRODUCT p.7-8: 'Total gross reserves ... 122,473 109,983'"
4Q25,total_gross_reserves,122473,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"RESERVES BY PRODUCT p.7-8: 'Total gross reserves ... 122,473 109,983'"
1Q26,total_gross_reserves,122911,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"RESERVES BY PRODUCT p.7-8: 'Total gross reserves ... 122,911 122,473'"
4Q24,total_net_reserves,97894,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"RESERVES BY PRODUCT p.7-8: 'Total net reserves ... $ 110,321 $ 97,894'"
4Q25,total_net_reserves,110321,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"RESERVES BY PRODUCT p.7-8: 'Total net reserves ... $ 110,321 $ 97,894'"
1Q26,total_net_reserves,110974,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"RESERVES BY PRODUCT p.7-8: 'Total net reserves ... $ 110,974 $ 110,321'"
4Q25,total_gross_annuity_reserves,109504,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"RESERVES BY PRODUCT p.7-8: 'Total gross annuity reserves ... 109,504 96,753'"
1Q26,total_gross_annuity_reserves,110138,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"RESERVES BY PRODUCT p.7-8: 'Total gross annuity reserves ... 110,138 109,504'"
