period,metric,value,unit,source_file,anchor_quote
1Q26,interest_sensitive_contract_benefits,-556,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Interest sensitive contract benefits ... (517) (534) (497) (524)'
4Q24,amortization_dac,-370,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4 (Dec. 31, 2024 col): 'Amortization of deferred policy acquisition costs ... (336) (380) (363) (339)'"
1Q25,amortization_dac,-339,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Amortization of deferred policy acquisition costs ... (336) (380) (363) (339)'
2Q25,amortization_dac,-363,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Amortization of deferred policy acquisition costs ... (336) (380) (363) (339)'
3Q25,amortization_dac,-380,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Amortization of deferred policy acquisition costs ... (336) (380) (363) (339)'
4Q25,amortization_dac,-336,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Amortization of deferred policy acquisition costs ... (336) (380) (363) (339)'
1Q26,amortization_dac,-345,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Amortization of deferred policy acquisition costs ... (336) (380) (363) (339)'
4Q24,change_fv_insurance_derivatives_embedded_derivatives,396,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4 (Dec. 31, 2024 col): 'Changes in fair value of insurance-related derivatives and embedded derivatives ... (73) 185 (131) (200)'"
1Q25,change_fv_insurance_derivatives_embedded_derivatives,-200,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Changes in fair value of insurance-related derivatives and embedded derivatives ... (73) 185 (131) (200)'
2Q25,change_fv_insurance_derivatives_embedded_derivatives,-131,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Changes in fair value of insurance-related derivatives and embedded derivatives ... (73) 185 (131) (200)'
3Q25,change_fv_insurance_derivatives_embedded_derivatives,185,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Changes in fair value of insurance-related derivatives and embedded derivatives ... (73) 185 (131) (200)'
4Q25,change_fv_insurance_derivatives_embedded_derivatives,-73,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Changes in fair value of insurance-related derivatives and embedded derivatives ... (73) 185 (131) (200)'
1Q26,change_fv_insurance_derivatives_embedded_derivatives,-139,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Changes in fair value of insurance-related derivatives and embedded derivatives ... (73) 185 (131) (200)'
4Q24,change_fv_market_risk_benefits,299,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4 (Dec. 31, 2024 col): 'Changes in fair value of market risk benefits ... (100) (310) 46 (361)'"
1Q25,change_fv_market_risk_benefits,-361,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Changes in fair value of market risk benefits ... (100) (310) 46 (361)'
2Q25,change_fv_market_risk_benefits,46,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Changes in fair value of market risk benefits ... (100) (310) 46 (361)'
3Q25,change_fv_market_risk_benefits,-310,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Changes in fair value of market risk benefits ... (100) (310) 46 (361)'
4Q25,change_fv_market_risk_benefits,-100,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Changes in fair value of market risk benefits ... (100) (310) 46 (361)'
1Q26,change_fv_market_risk_benefits,-139,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Changes in fair value of market risk benefits ... (100) (310) 46 (361)'
4Q24,operating_expenses,-332,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4 (Dec. 31, 2024 col): 'Operating expenses ... (384) (272) (323) (382)'"
1Q25,operating_expenses,-382,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Operating expenses ... (384) (272) (323) (382)'
2Q25,operating_expenses,-323,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Operating expenses ... (384) (272) (323) (382)'
3Q25,operating_expenses,-272,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Operating expenses ... (384) (272) (323) (382)'
4Q25,operating_expenses,-384,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Operating expenses ... (384) (272) (323) (382)'
1Q26,operating_expenses,-369,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Operating expenses ... (384) (272) (323) (382)'
4Q24,interest_expense,-96,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4 (Dec. 31, 2024 col): 'Interest expense ... (112) (112) (82) (73)'"
1Q25,interest_expense,-73,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Interest expense ... (112) (112) (82) (73)'
2Q25,interest_expense,-82,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Interest expense ... (112) (112) (82) (73)'
3Q25,interest_expense,-112,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Interest expense ... (112) (112) (82) (73)'
4Q25,interest_expense,-112,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Interest expense ... (112) (112) (82) (73)'
1Q26,interest_expense,-94,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Interest expense ... (112) (112) (82) (73)'
4Q24,total_benefits_and_expenses,-4822,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4 (Dec. 31, 2024 col): 'Total benefits and expenses ... (3,082) (2,169) (2,430) (2,987)'"
1Q25,total_benefits_and_expenses,-2987,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Total benefits and expenses ... (3,082) (2,169) (2,430) (2,987)'"
2Q25,total_benefits_and_expenses,-2430,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Total benefits and expenses ... (3,082) (2,169) (2,430) (2,987)'"
3Q25,total_benefits_and_expenses,-2169,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Total benefits and expenses ... (3,082) (2,169) (2,430) (2,987)'"
4Q25,total_benefits_and_expenses,-3082,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Total benefits and expenses ... (3,082) (2,169) (2,430) (2,987)'"
1Q26,total_benefits_and_expenses,-2298,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Total benefits and expenses ... (3,082) (2,169) (2,430) (2,987)'"
4Q24,net_income_before_income_taxes,925,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4 (Dec. 31, 2024 col): 'Net income (loss) before income taxes ... (28) 757 607 (369)'"
1Q25,net_income_before_income_taxes,-369,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Net income (loss) before income taxes ... (28) 757 607 (369)'
2Q25,net_income_before_income_taxes,607,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Net income (loss) before income taxes ... (28) 757 607 (369)'
3Q25,net_income_before_income_taxes,757,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Net income (loss) before income taxes ... (28) 757 607 (369)'
4Q25,net_income_before_income_taxes,-28,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Net income (loss) before income taxes ... (28) 757 607 (369)'
1Q26,net_income_before_income_taxes,-642,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Net income (loss) before income taxes ... (28) 757 607 (369)'
4Q24,income_tax_recovery_expense,-349,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"CONSOLIDATED STATEMENTS OF OPERATIONS p.4 (Dec. 31, 2024 col): 'Income tax recovery (expense) ... 49 (149) (91) 87'"
1Q25,income_tax_recovery_expense,87,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Income tax recovery (expense) ... 49 (149) (91) 87'
2Q25,income_tax_recovery_expense,-91,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Income tax recovery (expense) ... 49 (149) (91) 87'
3Q25,income_tax_recovery_expense,-149,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Income tax recovery (expense) ... 49 (149) (91) 87'
4Q25,income_tax_recovery_expense,49,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Income tax recovery (expense) ... 49 (149) (91) 87'
1Q26,income_tax_recovery_expense,40,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,CONSOLIDATED STATEMENTS OF OPERATIONS p.4: 'Income tax recovery (expense) ... 49 (149) (91) 87'
4Q24,doe_net_investment_income,1457,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Net investment income ... $ 1,680 $ 1,610 $ 1,582 $ 1,546'"
1Q25,doe_net_investment_income,1546,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Net investment income ... $ 1,680 $ 1,610 $ 1,582 $ 1,546'"
2Q25,doe_net_investment_income,1582,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Net investment income ... $ 1,680 $ 1,610 $ 1,582 $ 1,546'"
3Q25,doe_net_investment_income,1610,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Net investment income ... $ 1,680 $ 1,610 $ 1,582 $ 1,546'"
4Q25,doe_net_investment_income,1680,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Net investment income ... $ 1,680 $ 1,610 $ 1,582 $ 1,546'"
1Q26,doe_net_investment_income,1686,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Net investment income ... $ 1,680 $ 1,610 $ 1,582 $ 1,546'"
4Q24,doe_cost_of_funds,-827,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Cost of funds ... (1,002) (987) (996) (904)'"
1Q25,doe_cost_of_funds,-904,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Cost of funds ... (1,002) (987) (996) (904)'"
2Q25,doe_cost_of_funds,-996,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Cost of funds ... (1,002) (987) (996) (904)'"
3Q25,doe_cost_of_funds,-987,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Cost of funds ... (1,002) (987) (996) (904)'"
4Q25,doe_cost_of_funds,-1002,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Cost of funds ... (1,002) (987) (996) (904)'"
1Q26,doe_cost_of_funds,-1028,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Cost of funds ... (1,002) (987) (996) (904)'"
4Q24,doe_gross_spread,630,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Gross Spread ... 678 623 586 642'"
1Q25,doe_gross_spread,642,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Gross Spread ... 678 623 586 642'
2Q25,doe_gross_spread,586,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Gross Spread ... 678 623 586 642'
3Q25,doe_gross_spread,623,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Gross Spread ... 678 623 586 642'
4Q25,doe_gross_spread,678,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Gross Spread ... 678 623 586 642'
1Q26,doe_gross_spread,658,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Gross Spread ... 678 623 586 642'
4Q24,doe_interest_expense,-96,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Interest expense ... (92) (90) (82) (80)'"
1Q25,doe_interest_expense,-80,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Interest expense ... (92) (90) (82) (80)'
2Q25,doe_interest_expense,-82,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Interest expense ... (92) (90) (82) (80)'
3Q25,doe_interest_expense,-90,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Interest expense ... (92) (90) (82) (80)'
4Q25,doe_interest_expense,-92,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Interest expense ... (92) (90) (82) (80)'
1Q26,doe_interest_expense,-92,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Interest expense ... (92) (90) (82) (80)'
4Q24,doe_operating_expenses_and_other,-107,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Operating expenses and other ... (149) (106) (106) (125)'"
1Q25,doe_operating_expenses_and_other,-125,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Operating expenses and other ... (149) (106) (106) (125)'
2Q25,doe_operating_expenses_and_other,-106,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Operating expenses and other ... (149) (106) (106) (125)'
3Q25,doe_operating_expenses_and_other,-106,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Operating expenses and other ... (149) (106) (106) (125)'
4Q25,doe_operating_expenses_and_other,-149,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Operating expenses and other ... (149) (106) (106) (125)'
1Q26,doe_operating_expenses_and_other,-128,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Operating expenses and other ... (149) (106) (106) (125)'
4Q24,pretax_doe_annuities,416,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Annuities ... $ 432 $ 399 $ 410 $ 422'"
1Q25,pretax_doe_annuities,422,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Annuities ... $ 432 $ 399 $ 410 $ 422'
2Q25,pretax_doe_annuities,410,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Annuities ... $ 432 $ 399 $ 410 $ 422'
3Q25,pretax_doe_annuities,399,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Annuities ... $ 432 $ 399 $ 410 $ 422'
4Q25,pretax_doe_annuities,432,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Annuities ... $ 432 $ 399 $ 410 $ 422'
1Q26,pretax_doe_annuities,456,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Annuities ... $ 432 $ 399 $ 410 $ 422'
4Q24,pretax_doe_pc,102,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Property & Casualty (""P&C"") ... 103 113 65 118'"
1Q25,pretax_doe_pc,118,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Property & Casualty (""P&C"") ... 103 113 65 118'"
2Q25,pretax_doe_pc,65,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Property & Casualty (""P&C"") ... 103 113 65 118'"
3Q25,pretax_doe_pc,113,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Property & Casualty (""P&C"") ... 103 113 65 118'"
4Q25,pretax_doe_pc,103,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Property & Casualty (""P&C"") ... 103 113 65 118'"
1Q26,pretax_doe_pc,124,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5: 'Property & Casualty (""P&C"") ... 103 113 65 118'"
4Q24,pretax_doe_life_insurance,32,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Life Insurance ... 44 37 40 32'"
1Q25,pretax_doe_life_insurance,32,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Life Insurance ... 44 37 40 32'
2Q25,pretax_doe_life_insurance,40,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Life Insurance ... 44 37 40 32'
3Q25,pretax_doe_life_insurance,37,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Life Insurance ... 44 37 40 32'
4Q25,pretax_doe_life_insurance,44,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Life Insurance ... 44 37 40 32'
1Q26,pretax_doe_life_insurance,20,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Life Insurance ... 44 37 40 32'
4Q24,pretax_doe_corporate_and_other,-34,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Corporate & Other ... (46) (28) (30) (39)'"
1Q25,pretax_doe_corporate_and_other,-39,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Corporate & Other ... (46) (28) (30) (39)'
2Q25,pretax_doe_corporate_and_other,-30,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Corporate & Other ... (46) (28) (30) (39)'
3Q25,pretax_doe_corporate_and_other,-28,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Corporate & Other ... (46) (28) (30) (39)'
4Q25,pretax_doe_corporate_and_other,-46,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Corporate & Other ... (46) (28) (30) (39)'
1Q26,pretax_doe_corporate_and_other,-66,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Corporate & Other ... (46) (28) (30) (39)'
4Q24,total_pretax_doe,516,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Total pre-tax DOE ... 533 521 485 533'"
1Q25,total_pretax_doe,533,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Total pre-tax DOE ... 533 521 485 533'
2Q25,total_pretax_doe,485,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Total pre-tax DOE ... 533 521 485 533'
3Q25,total_pretax_doe,521,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Total pre-tax DOE ... 533 521 485 533'
4Q25,total_pretax_doe,533,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Total pre-tax DOE ... 533 521 485 533'
1Q26,total_pretax_doe,534,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Total pre-tax DOE ... 533 521 485 533'
4Q24,doe_income_tax_expense,-89,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'Income tax expense ... (96) (94) (87) (96)'"
1Q25,doe_income_tax_expense,-96,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Income tax expense ... (96) (94) (87) (96)'
2Q25,doe_income_tax_expense,-87,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Income tax expense ... (96) (94) (87) (96)'
3Q25,doe_income_tax_expense,-94,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Income tax expense ... (96) (94) (87) (96)'
4Q25,doe_income_tax_expense,-96,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Income tax expense ... (96) (94) (87) (96)'
1Q26,doe_income_tax_expense,-96,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q1-2026.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'Income tax expense ... (96) (94) (87) (96)'
4Q24,doe_attributable_to_bn,421,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,"DISTRIBUTABLE OPERATING EARNINGS p.5 (Dec. 31, 2024 col): 'DOE attributable to BN ... $ 430 $ 420 $ 391 $ 430'"
1Q25,doe_attributable_to_bn,430,US$ millions,raw/cross-section/brookfield/supplements/bws-supplemental-q4-2025.pdf,DISTRIBUTABLE OPERATING EARNINGS p.5: 'DOE attributable to BN ... $ 430 $ 420 $ 391 $ 430'
