period,metric,value,unit,source_file,anchor_quote
FY2023,cash_and_cash_equivalents,19670881,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Cash and cash equivalents
FY2022,cash_and_cash_equivalents,10948745,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Cash and cash equivalents
FY2023,restricted_cash,225553405,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Restricted cash
FY2022,restricted_cash,164810552,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Restricted cash
FY2023,fixed_maturity_trading,99151767,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,"Fixed maturity securities, trading, at fair value"
FY2022,fixed_maturity_trading,102682967,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,"Fixed maturity securities, trading, at fair value"
FY2023,fixed_maturity_afs,2139456599,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,"Fixed maturity securities, available for sale, at fair value, net of allowance for credit losses"
FY2022,fixed_maturity_afs,220647262,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,"Fixed maturity securities, available for sale, at fair value, net of allowance for credit losses"
FY2023,other_investments,41102525,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Other investments
FY2022,other_investments,33736825,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Other investments
FY2023,derivative_assets,36677286,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Derivative assets
FY2022,derivative_assets,12987450,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Derivative assets
FY2023,funds_withheld_assets,2737664843,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Funds withheld assets
FY2022,funds_withheld_assets,2950414208,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Funds withheld assets
FY2023,total_cash_and_invested_assets,5299277306,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total cash and invested assets
FY2022,total_cash_and_invested_assets,3496228009,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total cash and invested assets
FY2023,accrued_investment_income,26548225,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Accrued investment income
FY2022,accrued_investment_income,3757914,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Accrued investment income
FY2023,accounts_receivable,86486970,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Accounts receivable
FY2022,accounts_receivable,182898431,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Accounts receivable
FY2023,reinsurance_recoverable,601698241,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Reinsurance recoverable
FY2022,reinsurance_recoverable,363088866,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Reinsurance recoverable
FY2023,deferred_acquisition_costs,66416602,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Deferred acquisition costs
FY2022,deferred_acquisition_costs,77618271,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Deferred acquisition costs
FY2023,total_assets,6080427344,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total assets
FY2022,total_assets,4123591491,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total assets
FY2023,future_policy_benefit_reserves,4717071945,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Future policy benefit reserves
FY2022,future_policy_benefit_reserves,3016925128,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Future policy benefit reserves
FY2023,deposit_liability,295626469,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Deposit liability
FY2022,deposit_liability,374587792,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Deposit liability
FY2023,derivative_liabilities,71538432,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Derivative liabilities
FY2022,derivative_liabilities,0,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Derivative liabilities
FY2023,embedded_derivative_liabilities,377317879,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Embedded derivative liabilities
FY2022,embedded_derivative_liabilities,438040589,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Embedded derivative liabilities
FY2023,deferred_ceding_commission,8147914,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Deferred ceding commission
FY2022,deferred_ceding_commission,8236577,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Deferred ceding commission
FY2023,deferred_profit_liabilities,42506505,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Deferred profit liabilities
FY2022,deferred_profit_liabilities,49223160,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Deferred profit liabilities
FY2023,funds_withheld_liabilities,581617667,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Funds withheld liabilities
FY2022,funds_withheld_liabilities,361407860,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Funds withheld liabilities
FY2023,due_to_affiliates,0,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Due to affiliates
FY2022,due_to_affiliates,35240049,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Due to affiliates
FY2023,accounts_payable_and_accrued_expenses,50653170,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Accounts payable and accrued expenses
FY2022,accounts_payable_and_accrued_expenses,14506742,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Accounts payable and accrued expenses
FY2023,total_liabilities,6144479981,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total liabilities
FY2022,total_liabilities,4298167897,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total liabilities
FY2023,share_capital,250000,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Share capital
FY2022,share_capital,250000,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Share capital
FY2023,additional_paid_in_capital,182119428,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Additional paid-in capital
FY2022,additional_paid_in_capital,132119428,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Additional paid-in capital
FY2023,retained_earnings_deficit,-266336892,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Retained earnings (deficit)
FY2022,retained_earnings_deficit,-290596704,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Retained earnings (deficit)
FY2023,accumulated_other_comprehensive_income,19914827,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Accumulated other comprehensive (loss) income
FY2022,accumulated_other_comprehensive_income,-16349130,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Accumulated other comprehensive (loss) income
FY2023,total_shareholders_equity,-64052637,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total shareholder’s equity
FY2022,total_shareholders_equity,-174576406,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total shareholder’s equity
FY2023,total_liabilities_and_equity,6080427344,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total liabilities and shareholder’s equity
FY2022,total_liabilities_and_equity,4123591491,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total liabilities and shareholder’s equity
FY2023,premium_income,31499556,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Premium income
FY2022,premium_income,323847363,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Premium income
FY2023,investment_income_funds_withheld,111113176,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Investment income from funds withheld
FY2022,investment_income_funds_withheld,138338022,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Investment income from funds withheld
FY2023,realized_losses_funds_withheld,-17459106,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Realized losses from funds withheld
FY2022,realized_losses_funds_withheld,-8529326,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Realized losses from funds withheld
FY2023,derivative_gains_losses_funds_withheld,7728138,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Derivatives gains (losses) from funds withheld
FY2022,derivative_gains_losses_funds_withheld,-6861246,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Derivatives gains (losses) from funds withheld
FY2023,unrealized_gains_losses_embedded_derivative,60722710,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Unrealized gains (losses) on embedded derivative
FY2022,unrealized_gains_losses_embedded_derivative,-643645049,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Unrealized gains (losses) on embedded derivative
FY2023,amortization_deferred_profit_liability,6716655,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Amortization of deferred profit liability
FY2022,amortization_deferred_profit_liability,7724099,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Amortization of deferred profit liability
FY2023,investment_management_expenses,-15445404,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Investment management expenses
FY2022,investment_management_expenses,-12479200,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Investment management expenses
FY2023,net_investment_income,128516699,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net investment income
FY2022,net_investment_income,16101286,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net investment income
FY2023,realized_gains_losses_investments_derivatives,-6667377,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Realized losses on investments and derivatives
FY2022,realized_gains_losses_investments_derivatives,-2461211,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Realized losses on investments and derivatives
FY2023,unrealized_gains_losses_investments,9129385,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Unrealized gains (losses) on investments
FY2022,unrealized_gains_losses_investments,-14185145,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Unrealized gains (losses) on investments
FY2023,unrealized_losses_derivatives,-61636572,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Unrealized losses on derivatives
FY2022,unrealized_losses_derivatives,-2647566,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Unrealized losses on derivatives
FY2023,total_revenues,254217860,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total revenues (losses)
FY2022,total_revenues,-204797973,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total revenues (losses)
FY2023,claims_and_other_insurance_expenses,101826800,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Claims and other insurance expenses
FY2022,claims_and_other_insurance_expenses,334958734,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Claims and other insurance expenses
FY2023,interest_credited,136366525,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Interest credited to policyholder account balances and deposit liability expenses
FY2022,interest_credited,29043643,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Interest credited to policyholder account balances and deposit liability expenses
FY2023,amortization_deferred_acquisition_costs,7767036,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Amortization of deferred acquisition costs
FY2022,amortization_deferred_acquisition_costs,43630204,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Amortization of deferred acquisition costs
FY2023,amortization_deferred_commission,1897016,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Amortization of deferred commission
FY2022,amortization_deferred_commission,2450048,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Amortization of deferred commission
FY2023,net_foreign_exchange_gains_losses,-31979730,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net foreign exchange (gains) losses
FY2022,net_foreign_exchange_gains_losses,1793430,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net foreign exchange (gains) losses
FY2023,operating_expenses,14039102,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Operating expenses
FY2022,operating_expenses,7742520,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Operating expenses
FY2023,net_income_loss,24301111,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net income (loss)
FY2022,net_income_loss,-624416552,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net income (loss)
FY2023,oci_unrealized_gains_losses_afs,36222658,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Unrealized gains/(losses) on available for sale securities
FY2022,oci_unrealized_gains_losses_afs,-16349130,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Unrealized gains/(losses) on available for sale securities
FY2023,total_other_comprehensive_income_loss,36222658,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total other comprehensive income (loss)
FY2022,total_other_comprehensive_income_loss,-16349130,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total other comprehensive income (loss)
FY2023,total_comprehensive_income_loss,60523769,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total comprehensive income (loss) income
FY2022,total_comprehensive_income_loss,-640765682,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Total comprehensive income (loss) income
FY2023,cf_change_funds_withheld_assets,132745221,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Funds withheld assets
FY2022,cf_change_funds_withheld_assets,-101130216,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Funds withheld assets
FY2023,cf_change_future_policy_benefit_reserves,1700146817,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Future policy benefit reserves
FY2022,cf_change_future_policy_benefit_reserves,736008747,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Future policy benefit reserves
FY2023,cf_change_deposit_liability_operating,0,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Deposit liability
FY2022,cf_change_deposit_liability_operating,-34206642,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Deposit liability
FY2023,cf_change_funds_withheld_liabilities,220209807,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Funds withheld liabilities
FY2022,cf_change_funds_withheld_liabilities,361407860,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Funds withheld liabilities
FY2023,cf_net_cash_operating,1999675828,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net cash provided by operating activities
FY2022,cf_net_cash_operating,425062461,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net cash provided by operating activities
FY2023,cf_change_deposit_assets_and_liability_investing,1042821,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Change in deposit assets and liability
FY2022,cf_change_deposit_assets_and_liability_investing,0,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Change in deposit assets and liability
FY2023,cf_net_cash_investing,-1896704326,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net cash used in by investing activities
FY2022,cf_net_cash_investing,-270668405,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net cash used in by investing activities
FY2023,cf_net_cash_financing,-33506513,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net cash (used in) provided by financing activities
FY2022,cf_net_cash_financing,739214,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Net cash (used in) provided by financing activities
FY2023,cf_noncash_capital_contribution,50000000,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Non-cash transaction – Capital contribution from Parent
FY2022,cf_noncash_capital_contribution,0,USD,raw/cross-section/blueowl/bermuda/klr-fs-2023.pdf,Non-cash transaction – Capital contribution from Parent
FY2024,cash_and_cash_equivalents,21658967,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Cash and cash equivalents
FY2023,cash_and_cash_equivalents,19670881,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Cash and cash equivalents
FY2024,restricted_cash,455147239,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Restricted cash
FY2023,restricted_cash,225553405,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Restricted cash
FY2024,fixed_maturity_trading,64599348,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,"Fixed maturity securities, trading, at fair value"
FY2023,fixed_maturity_trading,99151767,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,"Fixed maturity securities, trading, at fair value"
FY2024,fixed_maturity_afs,3611386500,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,"Fixed maturity securities, available for sale, at fair value, net of allowance for credit losses"
FY2023,fixed_maturity_afs,2139456599,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,"Fixed maturity securities, available for sale, at fair value, net of allowance for credit losses"
FY2024,other_investments,53475702,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Other investments
FY2023,other_investments,41102525,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Other investments
FY2024,derivative_assets,63816955,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Derivative assets
FY2023,derivative_assets,36677286,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Derivative assets
FY2024,funds_withheld_assets,2538240191,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Funds withheld assets
FY2023,funds_withheld_assets,2737664843,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Funds withheld assets
FY2024,total_cash_and_invested_assets,6808324902,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Total cash and invested assets
FY2023,total_cash_and_invested_assets,5299277306,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Total cash and invested assets
FY2024,accrued_investment_income,40716057,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Accrued investment income
FY2023,accrued_investment_income,26548225,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Accrued investment income
FY2024,accounts_receivable,120175744,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Accounts receivable
FY2023,accounts_receivable,86486970,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Accounts receivable
FY2024,reinsurance_recoverable,598000638,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Reinsurance recoverable
FY2023,reinsurance_recoverable,601698241,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Reinsurance recoverable
FY2024,deferred_acquisition_costs,73428859,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Deferred acquisition costs
FY2023,deferred_acquisition_costs,66416602,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Deferred acquisition costs
FY2024,total_assets,7640646200,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Total assets
FY2023,total_assets,6080427344,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Total assets
FY2024,future_policy_benefit_reserves,6066039676,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Future policy benefit reserves
FY2023,future_policy_benefit_reserves,4717071945,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Future policy benefit reserves
FY2024,deposit_liability,233908996,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Deposit liability
FY2023,deposit_liability,295626469,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Deposit liability
FY2024,derivative_liabilities,273310778,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Derivative liabilities
FY2023,derivative_liabilities,71538432,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Derivative liabilities
FY2024,embedded_derivative_liabilities,387692017,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Embedded derivative liabilities
FY2023,embedded_derivative_liabilities,377317879,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Embedded derivative liabilities
FY2024,deferred_ceding_commission,8083153,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Deferred ceding commission
FY2023,deferred_ceding_commission,8147914,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Deferred ceding commission
FY2024,deferred_profit_liabilities,36903309,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Deferred profit liabilities
FY2023,deferred_profit_liabilities,42506505,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Deferred profit liabilities
FY2024,funds_withheld_liabilities,583515381,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Funds withheld liabilities
FY2023,funds_withheld_liabilities,581617667,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Funds withheld liabilities
FY2024,due_to_affiliates,190288,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Due to affiliates
FY2023,due_to_affiliates,0,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Due to affiliates
FY2024,accounts_payable_and_accrued_expenses,43290125,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Accounts payable and accrued expenses
FY2023,accounts_payable_and_accrued_expenses,50653170,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Accounts payable and accrued expenses
FY2024,total_liabilities,7632933723,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Total liabilities
FY2023,total_liabilities,6144479981,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Total liabilities
FY2024,share_capital,250000,USD,raw/cross-section/blueowl/bermuda/klr-fs-2024.pdf,Share capital
