section,page,code,label,monies
ICO,573,0499999999,Total - issuer credit obligations (affiliated) XXX XXX XXX XXX XXX,
ICO,573,0509999999,"Total - issuer credit obligations 31,971,722,599 31,717,031,588 29,336,022,303 31,957,334,",31971722599;31717031588;29336022303;31957334729;5168;20072986;27452531;360858632;1159015145;30932138741;228522202;77554301;16340130
ABS,574,1019999999,Subtotal - asset-backed securities - financial asset-backed securities - self-liquidating ,89799118;87818617;77358080;89209867;-75753;127670;236774;2877514
ABS,575,1039999999,Subtotal - asset-backed securities - financial asset-backed securities - self-liquidating ,171870203;172958927;162133262;172797292;91727;504050;5891868
ABS,575,1049999999,Subtotal - asset-backed securities - financial asset-backed securities - self-liquidating ,4547899;4569318;4324346;4555570;554;12870;156597
ABS,580,1059999999,Subtotal - asset-backed securities - financial asset-backed securities - self-liquidating ,735916258;822095059;695267461;709905608;-278913;-2134223;2527154;3210138;33996370
ABS,586,1079999999,Subtotal - asset-backed securities - financial asset-backed securities - self-liquidating ,3030490082;2966090877;2806932730;2985118180;-14953081;-3962232;634182;12219980;125030357
ABS,590,1099999999,Subtotal - asset-backed securities - financial asset-backed securities - self-liquidating ,1948256724;1949972207;1954312997;1949472463;115659;504468;22350854;130099439
ABS,591,1109999999,Subtotal - asset-backed securities - financial asset-backed securities - self-liquidating ,926406851;925557353;926328366;926328366;-66347;7394221;23389392
ABS,593,1119999999,Subtotal - asset-backed securities - financial asset-backed securities - self-liquidating ,869789067;888663550;829019916;872219622;-28505;281170;1864639;34617755
ABS,593,1209999999,Subtotal - asset-backed securities - financial asset-backed securities - self-liquidating ,7777076202;7817725908;7455677158;7709606968;-15260499;-5749445;2654824;1138650;47793526;356059292
ABS,594,1319999999,Subtotal - asset-backed securities - financial asset-backed securities - not self-liquidat,1773401132;1788940140;1773434314;1783818193;393237;12974377;16333320;90428513;1075443305
ABS,595,1329999999,Subtotal - asset-backed securities - financial asset-backed securities - not self-liquidat,1016293706;1017123973;1017123973;1017123973;2073162;260834;1912852
ABS,596,1339999999,Subtotal - asset-backed securities - financial asset-backed securities - not self-liquidat,148178263;146657497;150145858;148859787;209465;432768;213377;4661117;37339689
ABS,596,1409999999,Subtotal - asset-backed securities - financial asset-backed securities - not self-liquidat,2937873101;2952721610;2940704145;2949801953;602702;15480307;16807531;97002482;1112782994
ABS,596,1519999999,Subtotal - asset-backed securities - non-financial asset- backed securities - practical ex,20360823;21273590;20410612;20349683;301207;92980;1098495
ABS,596,1539999999,Subtotal - asset-backed securities - non-financial asset- backed securities - practical ex,261744592;261745074;231336635;261414509;8023;1020100;10880878
ABS,596,1609999999,Subtotal - asset-backed securities - non-financial asset- backed securities - practical ex,282105415;283018664;251747247;281764192;309230;1113080;11979373
ABS,596,1719999999,Subtotal - asset-backed securities - non-financial asset- backed securities - full analysi,99820081;103445000;101479345;100654893;716021;92512;4493173
ABS,596,1739999999,Subtotal - asset-backed securities - non-financial asset- backed securities - full analysi,50000000;50000000;46820000;50000000;95556;1813721
ABS,596,1809999999,Subtotal - asset-backed securities - non-financial asset- backed securities - full analysi,149820081;153445000;148299345;150654893;716021;188068;6306894
ABS,596,1889999999,"Total - asset-backed securities (unaffiliated) 9,204,174,242 9,264,229,856 8,852,975,556 9",9204174242;9264229856;8852975556;9148375667;-15260499;-4055145;2654824;14545795;58247150;446045797;1112782994
ABS,596,1899999999,"Total - asset-backed securities (affiliated) 1,942,700,557 1,942,681,326 1,943,452,339 1,9",1942700557;1942681326;1943452339;1943452339;-66347;2073162;7655055;25302244
ABS,596,1909999999,"Total - asset-backed securities 11,146,874,799 11,206,911,182 10,796,427,895 11,091,828,00",11146874799;11206911182;10796427895;11091828006;-15260499;-4121492;2654824;16618957;65902205;471348041;1112782994
ABS,596,2009999999,"Total long term bonds - issuer credit obligations and asset - backed securities 43,118,597",43118597398;42923942770;40132450198;43049162735;-15255331;15951494;2654824;44071488;426760837;1630363186;32044921735
