section,page,reason,chunk
ALL,2768,row parsed without values,02150W-AA-1 ..... CWALT 2007-HY5R 2A1A CWALT 2007-HY5R 2A1A .......... ... ... ....... .......... ....6. * ... .......................... ...93.0000 .......................... ........................
ALL,2768,row parsed without values,"02151N-AC-6 ..... CWALT 2007-18CB 1A6 CWALT 2007-18CB 1A3 ............. ... ... ....... .......... ....6. * ... .......................... ....0.2820 ..................79,700 ........................."
ALL,2768,row parsed without values,02660K-AB-8 ..... AHMA 2006-5 A2 AHMA 2006-5 A2 .......................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ..................
ALL,2768,row parsed without values,02660W-AE-6 ..... AHMA 2006-1 M7 AHMA 2006-1 2A3 ........................ ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2768,row parsed without values,03072S-SB-2 ..... AMSI 2004-R5 M7 AMSI 2004-R5 M5 ....................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2769,row parsed without values,05533J-BZ-5 ..... BCAP LLC TRUST BCAP_10-RR11 BCAP 2010-RR11 9A2 .... ... ... ....... 4 ......... ...4.A F .. .......................... ............ .......................... .......................
ALL,2769,row parsed without values,05541C-AL-2 ..... BCAP LLC TRUST BCAP_12-RR7 BCAP 2012-RR7 2A4 ....... ... ... ....... 4 ......... ...1.D Z .. .......................... ............ .......................... ......................
ALL,2769,row parsed without values,05541Y-BC-3 ..... BCAP LLC TRUST BCAP_12-RR11 BCAP 2012-RR11 8A4 .... ... ... ....... 4 ......... ...5. FM .. .......................... ............ .......................... .......................
ALL,2770,row parsed without values,05948K-K5-7 ..... BANC OF AMERICA ALTERNATIVE LO BOAA 2005-8 1CB3 .. ... ... ....... 4 ......... ...1. FM .. .......................... ............ .......................... ........................
ALL,2770,row parsed without values,"05950L-AC-6 ..... BOAMS 2006-3 1A3 BOAMS 2006-3 1A3 ..................... ... ... ....... .......... ....6. * ... .......................... ....5.2800 ................... 6,125 ......................"
ALL,2771,row parsed without values,"06606F-AK-7 ..... BAMH 1997-2 AIO BAMH 1997-2 AIO ....................... ... ... ....... .......... ...6. FE .. .......................... ....0.1620 ..................15,639 ........................"
ALL,2771,row parsed without values,07324S-CN-0 ..... BAYC 2005-3A A2 BAYC 2005-3A IO ....................... ... ... ....... .......... ....6. * ... .........................1 ............ .......................... ...................
ALL,2771,row parsed without values,07384Y-KS-4 ..... BSABS 2003-AC4 BB BSABS 2003-AC4 BB .................. ... ... ....... .......... ...6. FE .. .......................... ............ .......................... .....................
ALL,2772,row parsed without values,"073888-AR-0 ..... BSABS 2006-SD3 2X1 BSABS 2006-SD3 2X1 ................ ... ... ....... .......... ...6. FE .. .......................... ....0.4690 ..................23,521 ........................."
ALL,2772,row parsed without values,"07389K-AC-5 ..... BSAAT 2007-1 1A1 BSAAT 2007-1 1X1 .................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ...................1,117 ........................"
ALL,2772,row parsed without values,07389K-AF-8 ..... BSAAT 2007-1 1A1 BSAAT 2007-1 2X1 .................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................200 .......................
ALL,2773,row parsed without values,"12544A-BP-9 ..... CWHL 2006-20 X CWHL 2006-20 X .......................... ... ... ....... .......... ...6. FE .. .......................... ....0.2440 ..................12,333 ......................."
ALL,2773,row parsed without values,12567A-AK-3 ..... CMALT 2007-A3 1A10 CMALT 2007-A3 1A10 ............... ... ... ....... .......... ....6. * ... .......................... ....0.0010 .......................71 ........................
ALL,2774,row parsed without values,126378-AN-8 ..... CSMC 2007-1 PP CSMC 2007-1 1M1 ......................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ..................
ALL,2774,row parsed without values,126380-BP-8 ..... CSMC 2006-9 ARL CSMC 2006-9 4A3 ....................... ... ... ....... .......... ...6. FE .. .......................... ....0.0010 .......................42 .......................
ALL,2774,row parsed without values,126380-BQ-6 ..... CSMC 2006-9 ARL CSMC 2006-9 4A4 ....................... ... ... ....... .......... ...6. FE .. .......................... ....0.0010 .......................42 .......................
ALL,2774,row parsed without values,12638D-AC-0 ..... CSMC 2007-7 ARL CSMC 2007-7 1A3 ....................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2774,row parsed without values,12646D-AU-0 ..... CSMC 2012-4R 2A2 CSMC 2012-4R 4A2 ..................... ... ... ....... 4 ......... .... 1.A .... .......................... ............ .......................... .................
ALL,2776,row parsed without values,12664V-AL-7 ..... CSMC 2022-NQM2 XS CSMC 2022-NQM2 XS ................... ... ... ....... .......... ...1.A Z .. .......................... ............ .......................... ....................
ALL,2776,row parsed without values,126683-AB-7 ..... CWL 2006-S5 A2 CWL 2006-S5 A2 .......................... ... ... ....... .......... ....6. * ... .......................... ...82.0000 .......................... ....................
ALL,2777,row parsed without values,12668A-NU-5 ..... CWALT 2005-54CB 1A2 CWALT 2005-54CB 1A2 ............. ... ... ....... .......... .. 5.C FE .. .......................... ....3.8080 ......................380 ........................
ALL,2777,row parsed without values,12668A-YA-7 ..... CWALT 2005-62 2X2 CWALT 2005-62 1X3 .................. ... ... ....... .......... ...6. FE .. .......................... ............ .......................... .....................
ALL,2778,row parsed without values,"126694-V9-6 ..... CWALT 2006-OA2 X2 CWALT 2006-OA2 X2 .................. ... ... ....... .......... ...6. FE .. .......................... ....0.1100 ..................16,662 ........................."
ALL,2778,row parsed without values,12669F-D6-7 ..... CWHL 2004-10 M CWHL 2004-10 B1 ........................ ... ... ....... .......... ....6. * ... .......................... ....1.0000 .......................... .....................
ALL,2778,row parsed without values,12669G-SN-2 ..... COUNTRYWIDE HOME LOANS CWHL_05 CWHL 2005-1 2A3 .... ... ... ....... 4 ......... ...1.A F .. .......................... ............ .......................... .......................
ALL,2779,row parsed without values,161546-JH-0 ..... CFAB 2004-2 1A5 CFAB 2004-2 1A5 ....................... ... ... ....... 4 ......... ...1.A F .. .......................... ............ .......................... ...................
ALL,2779,row parsed without values,16162W-LC-1 ..... CHASE 2005-S1 2A3 CHASE 2005-S1 2A3 .................. ... ... ....... .......... ....6. * ... .......................... ....0.0200 ........................ 5 ......................
ALL,2779,row parsed without values,16678R-FD-4 ..... CCMFC 2006-1A A2 CCMFC 2006-1A B1 ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2779,row parsed without values,16678R-FF-9 ..... CCMFC 2006-1A A2 CCMFC 2006-1A B3 ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2780,row parsed without values,17310B-BD-5 ..... CMSI 2006-3 1AIO CMSI 2006-3 1AIO ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................135 ......................
ALL,2780,row parsed without values,17310D-AN-0 ..... CMSI 2006-4 2AIO CMSI 2006-4 1AIO ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 .......................56 ......................
ALL,2780,row parsed without values,17313F-AK-8 ..... CMLTI 2007-AR8 1B1 CMLTI 2007-AR8 1B1 ............... ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
ALL,2781,row parsed without values,22540V-BW-1 ..... CSFB 2005-FIX1 P CSFB 2001-HE20 AIO .................. ... ... ....... .......... .. 1.E FE .. .......................... ............ .......................... ....................
ALL,2781,row parsed without values,22540V-CR-1 ..... CSFB 2005-FIX1 P CSFB 2001-HE22 AIO .................. ... ... ....... .......... .. 1.D FE .. .......................... ............ .......................... ....................
ALL,2781,row parsed without values,22541N-W9-6 ..... CSFB 2005-FIX1 P CSFB 2003-8 4PPA ..................... ... ... ....... .......... .. 1.A FM .. .......................... ............ .......................... ...................
ALL,2781,row parsed without values,22541Q-3P-5 ...... HEAT 2005-1 AIOS HEAT 2003-8 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ..................
ALL,2781,row parsed without values,"22541Q-NS-7 ..... HEAT 2003-5 AIOS HEAT 2003-5 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.1510 ................... 7,565 ......................"
ALL,2781,row parsed without values,22541S-6E-3 ..... CSFB 2005-FIX1 P CSFB 2005-FIX1 AIOS ................. ... ... ....... .......... ....6. * ... .......................... ............ .......................... ....................
ALL,2781,row parsed without values,"22541S-ED-6 ..... CSFB 2005-FIX1 P CSFB 2004-AR3 3X ..................... ... ... ....... .......... ....6. * ... .......................... ....2.6410 ................... 5,927 ......................"
ALL,2781,row parsed without values,"22541S-FK-9 ..... CSFB 2004-AR4 5X CSFB 2004-AR4 2X ..................... ... ... ....... .......... ....6. * ... .......................... ....0.6520 ...................1,165 ......................."
ALL,2782,row parsed without values,22541S-JQ-2 ...... CSFB 2004-AR5 11X CSFB 2004-AR5 2X .................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ..................
ALL,2782,row parsed without values,22541S-JR-0 ..... CSFB 2004-AR5 11X CSFB 2004-AR5 9X .................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2782,row parsed without values,22541S-L4-8 ..... CSFB 2005-FIX1 P CSFB 2004-AA1 AIOS .................. ... ... ....... .......... ....6. * ... .......................... ............ .......................... ....................
ALL,2782,row parsed without values,"22541S-XY-9 ..... CSFB 2005-FIX1 P CSFB 2004-AR8 CB1X .................. ... ... ....... .......... ....6. * ... .......................... ....0.0100 ................... 1,258 ......................."
ALL,2782,row parsed without values,"225458-5X-2 ..... CSFB 2005-9 CB6 CSFB 2005-9 4A4 ....................... ... ... ....... .......... ....6. * ... .......................... ....0.2920 ..................12,370 ......................."
ALL,2782,row parsed without values,"225458-PP-7 ..... CSFB 2005-4 ARL CSFB 2005-4 2A2 ....................... ... ... ....... .......... .. 4.C FE .. .......................... ....0.4150 ................... 9,746 ......................"
ALL,2782,row parsed without values,"225458-PV-4 ..... CSFB 2005-4 ARL CSFB 2005-4 2A8 ....................... ... ... ....... .......... .. 5.B FE .. .......................... ....0.5450 ..................12,805 ......................."
ALL,2782,row parsed without values,225458-UC-0 ..... CSFB 2005-FIX1 P CSFB 2005-5 3A6 ...................... ... ... ....... .......... ....6. * ... .......................... ....0.1610 ......................367 ......................
ALL,2782,row parsed without values,22545U-AJ-8 ..... CSSLT 2006-1 X CSSLT 2006-1 AIOS ...................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2782,row parsed without values,2254W0-EP-6 ..... CSFB 2005-FIX1 P CSFB 2002-34 AX ...................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2782,row parsed without values,"2254W0-GA-7 ..... CSFB 2005-FIX1 P CSFB 2003-1 1X ....................... ... ... ....... .......... .. 1.B FE .. .......................... ...10.5000 ..................27,372 ......................."
ALL,2783,row parsed without values,23244F-AD-6 ..... CWALT 2006-J7 1A1 CWALT 2006-J7 2X2A ................. ... ... ....... .......... .....6. .... .......................... ............ .......................... ....................
ALL,2783,row parsed without values,23244F-AU-8 ..... CWALT 2006-J7 1A1 CWALT 2006-J7 2X2B ................. ... ... ....... .......... .....6. .... .......................... ............ .......................... ....................
ALL,2783,row parsed without values,25151T-AE-0 ..... DBALT 2007-BAR1 A5 DBALT 2007-BAR1 A5 ............... ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
ALL,2783,row parsed without values,25151Y-AE-9 ..... DBALT 2007-1 1A3C DBALT 2007-1 1A3C .................. ... ... ....... .......... ....6. * ... .......................... ...95.0000 .......................... ......................
ALL,2784,row parsed without values,32051G-BU-8 ..... FHAMS 2004-AA5 B6 FHAMS 2004-AA5 2A2 ................. ... ... ....... .......... ....6. * ... .......................... ............ .......................... ....................
ALL,2785,row parsed without values,36190B-AH-2 ..... GS MORTGAGE SECURITIES CORP GS GSMSC 2009-5R 4A2 .. ... ... ....... 4 ......... ...3.B Z .. .......................... ............ .......................... .......................
ALL,2786,row parsed without values,362528-AA-9 ..... GSMSC 2008-1R A1 GSMSC 2008-1R A1 ..................... ... ... ....... 2 ......... ...1.A F .. .......................... ............ .......................... ...................
ALL,2786,row parsed without values,362636-AK-8 ..... GSR MORTGAGE LOAN TRUST GSR_07 GSR 2007-2F 2A5 .... ... ... ....... 4 ......... ...1.A Z .. .......................... ............ .......................... .......................
ALL,2786,row parsed without values,39538A-AB-2 ..... GPMF 2006-AR5 A1B GPMF 2006-AR5 A1B .................. ... ... ....... .......... ....6. * ... .......................... ....0.0200 .......................... ......................
ALL,2786,row parsed without values,39538W-BU-1 ..... GPMF 2005-AR4 2A1 GPMF 2005-AR4 2A1 .................. ... ... ....... .......... ...1.A F .. .......................... ............ .......................... .....................
ALL,2787,row parsed without values,39539F-AB-0 ..... GPMF 2006-AR4 M1 GPMF 2006-AR4 A1B ................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ....................
ALL,2787,row parsed without values,39539F-AF-1 ..... GPMF 2006-AR4 M1 GPMF 2006-AR4 A3B ................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ....................
ALL,2787,row parsed without values,39539F-AM-6 ..... GPMF 2006-AR4 M1 GPMF 2006-AR4 A6C ................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ....................
ALL,2787,row parsed without values,41161G-AC-7 ..... HVMLT 2006-8 B6 HVMLT 2006-8 2A1A .................... ... ... ....... 4 ......... ...5.B Z .. .......................... ............ .......................... ....................
ALL,2787,row parsed without values,41161M-AE-0 ..... HVMLT 2006-5 1A1A HVMLT 2006-5 2A1C .................. ... ... ....... .......... ...1.A Z .. .......................... ............ .......................... .....................
ALL,2787,row parsed without values,"41161P-DX-8 ..... HVMLT 2004-4 X1 HVMLT 2004-4 X1 ....................... ... ... ....... .......... ....6. * ... .......................... ....1.6960 ..................33,154 ......................."
ALL,2787,row parsed without values,41161P-XU-2 ..... HVMLT 2005-15 3A12 HVMLT 2005-15 X3B ................. ... ... ....... .......... ...6. FE .. .......................... ....0.0010 ........................ 2 .......................
ALL,2787,row parsed without values,41161P-YX-5 ..... HVMLT 2005-16 1A1A HVMLT 2005-16 2A1B ............... ... ... ....... .......... ...1.A Z .. .......................... ............ .......................... ......................
ALL,2787,row parsed without values,436944-AT-9 ..... HEMT 2006-3 X1 HEMT 2006-3 X1 .......................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 .......................20 .....................
ALL,2787,row parsed without values,437084-AM-8 ..... HEAT 2005-1 AIOS HEAT 2003-7 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2788,row parsed without values,437084-BC-9 ..... HEAT 2004-1 AIOS HEAT 2004-1 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2788,row parsed without values,437084-CN-4 ..... HEAT 2005-1 AIOS HEAT 2004-3 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2788,row parsed without values,437084-DK-9 ..... HEAT 2004-4 AIOS HEAT 2004-4 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2788,row parsed without values,437084-FE-1 ..... HEAT 2004-6 X HEAT 2004-6 AIOS ........................ ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2788,row parsed without values,437084-GE-0 ..... HEAT 2004-7 AIOS HEAT 2004-7 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2788,row parsed without values,437084-HD-1 ..... HEAT 2005-1 AIOS HEAT 2004-8 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2788,row parsed without values,437084-JC-1 ..... HEAT 2005-1 AIOS HEAT 2005-1 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2788,row parsed without values,"437084-KB-1 ..... HEAT 2005-2 AIOS HEAT 2005-2 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0810 ..................21,307 ......................."
ALL,2788,row parsed without values,"437084-MS-2 ..... HEAT 2005-5 AIOS HEAT 2005-5 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0750 ..................26,512 ......................."
ALL,2788,row parsed without values,"437084-NQ-5 ..... HEAT 2005-6 AIOS HEAT 2005-6 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0830 ..................21,684 ......................."
ALL,2788,row parsed without values,"437084-PL-4 ..... HEAT 2005-7 AIOS HEAT 2005-7 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0630 ..................27,261 ......................."
ALL,2788,row parsed without values,"437084-QM-1 ..... HEAT 2005-8 AIOS HEAT 2005-8 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0350 ..................23,988 ......................."
ALL,2788,row parsed without values,"437084-RN-8 ..... HEAT 2005-9 AIOS HEAT 2005-9 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0490 ..................20,163 ......................."
ALL,2788,row parsed without values,"437084-SK-3 ..... HEAT 2006-1 AIOS HEAT 2006-1 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0200 ...................7,179 ......................."
ALL,2788,row parsed without values,"437084-UF-1 ..... HEAT 2006-2 AIOS HEAT 2006-2 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0280 ...................7,377 ......................."
ALL,2788,row parsed without values,437084-VF-0 ..... HEAT 2006-3 R2 HEAT 2006-3 AIOS ....................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................710 ......................
ALL,2788,row parsed without values,437084-WF-9 ..... HEAT 2006-4 AIOS HEAT 2006-4 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................836 ......................
ALL,2788,row parsed without values,437096-AV-2 ..... HEAT 2006-5 AIOS HEAT 2006-5 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................342 ......................
ALL,2788,row parsed without values,437097-AU-2 ..... HEAT 2006-6 AIOS HEAT 2006-6 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................366 ......................
ALL,2788,row parsed without values,43709N-AU-7 ..... HEAT 2006-7 AIOS HEAT 2006-7 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................578 ......................
ALL,2788,row parsed without values,43709Q-AU-0 ..... HEAT 2006-8 AIOS HEAT 2006-8 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................634 ......................
ALL,2788,row parsed without values,43709Y-AT-6 ..... HEMT 2006-6 XS HEMT 2006-6 XS .......................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ..................
ALL,2788,row parsed without values,43710K-AU-0 ..... HEAT 2007-2 AIOS HEAT 2007-2 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................855 ......................
ALL,2788,row parsed without values,43710L-AV-6 ..... HEAT 2007-1 AIOS HEAT 2007-1 AIOS ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................532 ......................
ALL,2789,row parsed without values,43739E-CQ-8 ..... HOMEBANC MORTGAGE TRUST HMBT_0 HMBT 2006-1 3A1 .... ... ... ....... 4 ......... .....1. .... .......................... ............ .......................... ......................
ALL,2789,row parsed without values,45660L-VN-6 ..... INDX 2005-AR15 B6 INDX 2005-AR15 A3 .................. ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................168 .......................
ALL,2789,row parsed without values,45660L-WG-0 ..... INDX 2005-AR18 2A1B INDX 2005-AR18 2A3A ............. ... ... ....... .......... .....6. .... .......................... ............ .......................... .....................
ALL,2789,row parsed without values,45660L-X3-8 ..... INDX 2005-AR31 AX INDX 2005-AR31 AX .................. ... ... ....... .......... ....6. * ... .......................... ....0.0010 ......................283 .......................
ALL,2790,row parsed without values,45661H-AK-3 ..... INDX 2006-AR25 B2 INDX 2006-AR25 4A2 ................. ... ... ....... 4 ......... ...1.A Z .. .......................... ............ .......................... ....................
ALL,2790,row parsed without values,45668G-AB-8 ..... INDX 2006-AR14 M9 INDX 2006-AR14 1A1B ............... ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
ALL,2790,row parsed without values,45669W-AE-6 ..... INDX 2007-FLX5 2A3 INDX 2007-FLX5 2A3 ................ ... ... ....... .......... ....6. * ... .......................... ....1.6270 .......................... ......................
ALL,2791,row parsed without values,466287-BD-0 ..... JPALT 2007-A1 3A1 JPALT 2007-A1 1A1B ................. ... ... ....... .......... ....6. * ... .......................... .100.0000 .......................... .......................
ALL,2792,row parsed without values,46634J-CR-4 ..... JPMRR 2010-4 6A4 JPMRR 2010-4 6A4 ..................... ... ... ....... 4 ......... ...4.B F .. .......................... ............ .......................... ...................
ALL,2792,row parsed without values,"46641C-BM-2 ..... JPMMT 2014-1 2AX JPMMT 2014-1 2AX ..................... ... ... ....... .......... .. 1.A FE .. .......................... ....0.1110 ..................11,907 ......................."
ALL,2792,row parsed without values,493553-BM-2 ..... KEYOT 1998-P2 B1 KEYOT 1998-P2 B1 ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2792,row parsed without values,525161-AD-7 ..... LXS 2006-GP4 2A2 LXS 2006-GP4 2A2 ..................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2793,row parsed without values,525221-GA-9 ..... LXS 2005-10 2A4A LXS 2005-10 2A3A ..................... ... ... ....... .......... ....6. * ... .......................... ....0.0360 .......................... .....................
ALL,2793,row parsed without values,52522H-AK-8 ..... LXS 2006-8 2A1 LXS 2006-8 3A2 .......................... ... ... ....... .......... .....6. .... .......................... ............ .......................... ..................
ALL,2793,row parsed without values,52523D-AB-6 ..... LXS 2006-9 A1B LXS 2006-9 A1B .......................... ... ... ....... .......... ...1.A Z .. .......................... ............ .......................... ...................
ALL,2793,row parsed without values,52523L-AB-8 ..... LXS 2006-13 1A2 LXS 2006-13 1A2 ....................... ... ... ....... .......... .... 1.A .... .......................... ............ .......................... ..................
ALL,2793,row parsed without values,52523Y-AB-0 ..... LXS 2006-19 A2 LXS 2006-19 A2 .......................... ... ... ....... .......... .... 1.A .... .......................... ............ .......................... .................
ALL,2793,row parsed without values,525245-AM-8 ..... LXS 2007-3 1AA1 LXS 2007-3 3BA2 ....................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2793,row parsed without values,52524P-AX-0 ..... LXS 2007-6 3A4 LXS 2007-6 A3 ........................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ..................
ALL,2793,row parsed without values,52525L-AT-7 ..... LXS 2007-14H A22 LXS 2007-14H A211 ................... ... ... ....... 4 ......... .... 1.A .... .......................... ............ .......................... ..................
ALL,2794,row parsed without values,55027A-AW-0 ..... LUM 2006-3 12A2 LUM 2006-3 12A3 ....................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2794,row parsed without values,55292A-AE-8 ..... MASTR 2007-1 B6 MASTR 2007-1 1A5 ...................... ... ... ....... .......... ....6. * ... .......................... ............ .......................... ...................
ALL,2794,row parsed without values,59020U-K5-3 ..... MLMI 2005-SL3 M2 MLMI 2005-SL3 M2 ..................... ... ... ....... .......... ...1.A Z .. .......................... ............ .......................... ....................
ALL,2796,row parsed without values,61761P-AK-1 ..... MSRR 2013-R3 10B2 MSRR 2013-R1 3B1 .................... ... ... ....... 4 ......... ...1.D Z .. .......................... ............ .......................... ...................
ALL,2797,row parsed without values,61764G-AK-8 ..... MSRR 2014-R7 AX MSRR 2014-R7 AX ....................... ... ... ....... .......... ....6. * ... .......................... ....5.4380 .......................... .....................
ALL,2797,row parsed without values,61915C-AC-3 ..... MHL 2007-2 B1 MHL 2007-2 B1 ............................ ... ... ....... .......... ...6. FE .. .......................... ............ .......................... ...................
ALL,2799,row parsed without values,75114H-AJ-6 ..... RALI 2006-QO5 2A1 RALI 2006-QO5 3A3 .................. ... ... ....... 4 ......... ...4.B Z .. .......................... ............ .......................... ....................
ALL,2799,row parsed without values,"751151-AK-7 ..... RALI 2006-QS12 1A4 RALI 2006-QS12 2A6 ................ ... ... ....... .......... ....6. * ... .......................... ....1.2960 ..................20,309 ........................"
ALL,2799,row parsed without values,"751151-AM-3 ..... RALI 2006-QS12 1A4 RALI 2006-QS12 2A8 ................ ... ... ....... .......... ....6. * ... .......................... ....0.9140 ..................29,607 ........................"
ALL,2799,row parsed without values,75115F-AB-6 ..... RALI 2006-QO8 1A3A RALI 2006-QO8 1A1B ............... ... ... ....... .......... ....6. * ... .......................... ............ .......................... .....................
