section,page,cusip,description,naic_designation,svo_symbol,actual_cost,par_value,fair_value,bacv,stated_rate,effective_rate,acquired,maturity
ABS,5927,12648J-DS-7,,1.A,FM,4189954,4239196,3916325,2216393,4.031,36.699,07/31/2024,02/27/2036
ABS,5927,12648P-CN-5,,1.A,FM,17862,18363,18414,18287,2.75,6.025,08/02/2024,12/27/2035
ABS,5927,12648T-AV-1,,1.F,FE,1001,,76223,1001,0.232,0.0,01/31/2023,07/25/2044
ABS,5927,12649K-AR-8,,1.A,FE,249,,13440,249,0.5,0.0,01/31/2023,12/25/2044
ABS,5927,12649K-AS-6,,1.A,FE,24,,4032,24,0.5,0.0,01/31/2023,12/25/2044
ABS,5927,12649K-AZ-0,,1.F,FE,1219,,91280,1219,0.232,0.0,01/31/2023,12/25/2044
ABS,5927,12649N-AA-9,,1.A,FE,904,,101705,904,0.378,0.0,01/31/2023,01/25/2045
ABS,5927,12649N-AX-9,,1.F,FE,1822,,139708,1822,0.232,0.0,01/31/2023,01/25/2045
ABS,5927,12649P-AH-9,,6.*,,,125,,,0.0,0.0,01/31/2023,02/25/2057
ABS,5927,12649Q-CA-0,,6.*,,795056,,2575885,795056,0.0,74.699,07/31/2024,04/27/2030
ABS,5927,12649R-AK-8,,1.A,FE,276,,27439,276,0.5,0.0,01/31/2023,02/25/2045
ABS,5927,12649R-BA-9,,1.F,FE,1795,,137708,1795,0.232,0.0,01/31/2023,02/25/2045
ABS,5927,12649X-AA-7,,1.A,FE,295,,52620,295,0.299,0.0,01/31/2023,03/25/2045
ABS,5927,12649X-BG-3,,1.F,FE,925,,69571,925,0.232,0.0,01/31/2023,03/25/2045
ABS,5927,12650U-AA-9,,1.A,FE,821,,82846,821,0.388,0.0,01/31/2023,11/25/2045
ABS,5927,12650U-AL-5,,1.A,FE,204,,35,204,0.0,0.0,01/31/2023,10/25/2030
ABS,5927,12651Y-AA-0,,1.A,FE,47682,54807,52145,47287,4.0,6.658,01/31/2023,08/01/2057
ABS,5927,12651Y-AW-2,,6.*,,12,,12,12,0.0,0.0,01/31/2023,08/01/2057
ABS,5927,12653T-CB-5,,6.*,,3,333782330,182228,3,0.01,0.0,01/31/2023,02/25/2048
ABS,5927,12654P-AD-0,,1.A,FE,211838,67788056,94391,211838,0.094,0.0,01/31/2023,09/25/2057
ABS,5927,12654P-AN-8,,1.A,Z,64200,67478,65077,64378,0.0,0.535,07/31/2024,09/25/2057
ABS,5927,12656Y-AD-9,,1.B,FE,3356920,4417000,3822255,3404920,2.179,5.148,05/13/2025,07/27/2054
ABS,5927,12658Q-AA-0,,6.*,,273695,352555,279868,273695,3.778,0.0,01/31/2023,10/27/2061
ABS,5927,12659A-AE-6,,6.*,,24,,57145,24,0.2,0.0,01/31/2023,10/25/2061
ABS,5928,12660L-AA-7,,1.A,FE,2104688,2467937,2177897,2115546,1.015,5.106,05/14/2025,04/25/2066
ABS,5928,12660L-AC-3,,1.C,FE,4478612,5158949,4631248,4498630,1.632,5.308,05/14/2025,04/25/2066
ABS,5928,12661N-AG-9,,3.A,,13073847,21888950,17818976,13510736,4.265,8.524,07/31/2024,03/25/2067
ABS,5928,12661N-AH-7,,4.A,,11514994,22690750,17679314,11879689,4.265,9.75,07/31/2024,03/25/2067
ABS,5928,12661N-AJ-3,,6.*,,3600667,16135373,6885611,3003937,4.236,13.353,07/31/2024,03/25/2067
ABS,5928,12661N-AK-0,,6.*,,20444,,102200,18634,0.002,41.068,01/31/2023,03/25/2067
ABS,5928,12661N-AL-8,,6.*,,1787263,,3622442,1737820,0.0,13.389,07/31/2024,03/25/2067
ABS,5928,12661X-BU-5,,6.*,,108504,,199052,106135,0.04,25.061,01/31/2023,07/25/2056
ABS,5928,12662G-AD-0,,6.*,,88072,117772,124112,96763,7.559,9.487,12/01/2025,12/27/2060
ABS,5928,12666C-AF-0,,6.F,M,3712716,4919029,3918586,3901394,4.221,5.482,07/31/2024,05/25/2037
ABS,5928,12666U-AD-5,,1.A,FM,2599170,2691771,2877371,3058211,4.242,7.011,03/06/2023,10/25/2046
ABS,5928,126670-AF-5,,1.A,FM,544,554,554,555,4.124,3.189,01/14/2015,02/25/2036
ABS,5928,126670-CK-2,,1.A,FM,781251,1034151,1004518,952645,5.993,6.924,05/26/2017,02/25/2036
ABS,5928,126670-JY-5,,5.C,FM,335585,369829,367104,374798,6.224,5.482,05/17/2019,02/20/2036
ABS,5928,126670-TG-3,,1.A,FM,8438477,9053764,8819968,8455171,4.366,5.838,06/05/2025,07/25/2036
ABS,5928,126670-YK-8,,1.A,FM,3072870,3701034,3348976,3168655,4.401,8.286,07/31/2024,08/25/2036
ABS,5928,126673-4C-3,,1.A,FM,556523,916312,810721,611889,4.596,12.148,01/31/2023,11/25/2035
ABS,5928,126673-4C-3,,5.C,FM,241938,285631,252716,252581,4.596,7.729,07/31/2024,11/25/2035
ABS,5928,126673-DR-0,,1.A,FM,2766745,2781658,2730277,2754597,5.649,4.091,08/02/2022,10/25/2034
ABS,5928,126673-FJ-6,,1.A,FM,780099,836205,835741,799960,4.746,6.986,03/08/2021,09/25/2034
ABS,5928,126673-KS-0,,1.A,FM,26696,37600,37211,30501,4.145,28.805,01/31/2023,02/15/2034
ABS,5928,126673-L8-3,,6.F,M,,3000000,2,,6.621,0.0,01/31/2023,07/25/2035
ABS,5928,126673-XV-9,,2.C,FM,910139,1857427,1523732,1284163,4.746,10.261,01/31/2023,08/25/2035
ABS,5928,126673-XV-9,,5.C,FM,408646,579502,475392,471646,4.746,8.213,07/31/2024,08/25/2035
ABS,5928,12667F-2J-3,,1.A,FM,6056894,6220174,6139643,6058702,5.5,6.052,07/21/2025,03/25/2035
ABS,5928,12667F-3T-0,,1.A,FM,3473365,3706847,3571432,3498009,5.5,6.948,11/27/2024,02/25/2035
ABS,5928,12667F-4Q-5,,1.A,FM,1116770,1639547,1245128,1105030,4.296,9.393,07/31/2024,03/01/2038
ABS,5928,12667F-4T-9,,1.A,FM,910191,1328833,1009187,897599,4.296,9.243,07/31/2024,03/01/2038
ABS,5928,12667F-5F-8,,2.A,FM,2725841,2890178,2501436,2572052,5.5,5.687,01/16/2014,04/25/2035
ABS,5928,12667F-5H-4,,1.A,FM,7465,7709,6674,6744,5.5,6.031,02/05/2015,04/25/2035
ABS,5928,12667F-5H-4,,1.E,FM,431871,440491,381387,388843,5.5,5.8,05/02/2014,04/25/2035
ABS,5928,12667F-5J-0,,1.A,FM,1076784,1212436,1048954,994952,5.5,7.692,05/01/2011,04/25/2035
ABS,5928,12667F-7M-1,,1.A,FM,1233975,2202761,1072173,889092,4.346,12.072,11/12/2019,04/25/2035
ABS,5928,12667F-FA-8,,1.A,FM,479876,1499613,1413210,607821,5.748,34.571,01/31/2023,04/25/2034
ABS,5928,12667F-FA-8,,6.F,M,397435,467579,440638,410711,5.748,8.464,07/31/2024,04/25/2034
ABS,5928,12667F-NW-1,,1.A,FM,2546438,2613080,2616470,2557104,5.123,6.51,11/27/2024,09/25/2034
ABS,5928,12667F-R6-4,,1.A,FM,699234,716279,712307,705772,5.5,7.098,03/04/2025,02/25/2035
ABS,5928,12667F-R6-4,,2.C,FM,958018,967944,962577,992093,5.5,6.087,03/31/2022,02/25/2035
ABS,5928,12667F-TF-2,,1.A,FM,221367,260492,234086,229369,5.571,8.463,07/31/2024,10/25/2034
ABS,5928,12667F-WV-3,,1.A,FM,1195832,1381314,1229458,1174205,5.5,7.2,01/08/2024,12/25/2034
ABS,5928,12667F-X5-9,,1.A,FM,3807221,4209241,3715472,3716073,5.5,6.298,04/07/2020,03/25/2035
ABS,5929,12667G-2G-7,,2.A,FM,648524,809390,592789,583473,5.5,6.266,09/16/2022,09/25/2035
ABS,5929,12667G-3L-5,,1.A,FM,6149809,8383672,5817730,5255000,4.506,9.818,12/04/2024,10/25/2035
ABS,5929,12667G-5S-8,,1.A,FM,2356506,2667650,2231990,2481824,3.911,6.121,04/07/2020,10/25/2035
ABS,5929,12667G-6U-2,,1.A,FM,340137,406603,293721,283715,5.75,7.56,08/22/2012,10/25/2035
ABS,5929,12667G-6U-2,,3.A,FM,226286,239179,172777,183770,5.75,5.108,09/22/2016,10/25/2035
ABS,5929,12667G-6V-0,,5.C,FM,46033,49765,35294,43909,5.5,8.391,12/07/2018,10/25/2035
ABS,5929,12667G-7G-2,,5.A,FE,3256,,30788,3256,4.8,0.0,01/31/2023,10/25/2035
ABS,5929,12667G-7H-0,,1.A,FM,615213,715985,507780,518459,5.5,6.134,04/07/2020,10/25/2035
ABS,5929,12667G-AH-6,,1.A,FM,211618,230961,202623,200849,5.5,6.446,04/06/2020,05/25/2035
ABS,5929,12667G-DA-8,,1.A,FM,3264429,4508936,3261566,3264195,4.396,7.244,11/09/2022,05/25/2035
ABS,5929,12667G-EP-4,,1.A,FM,1224651,1501101,1348714,1252091,4.346,8.361,07/31/2024,05/25/2035
ABS,5929,12667G-F3-2,,1.A,FM,383030,690174,318570,224625,4.546,14.819,11/12/2019,07/25/2035
ABS,5929,12667G-H8-9,,1.A,FM,388086,551179,385860,329701,4.546,9.933,06/25/2015,07/25/2035
ABS,5929,12667G-J2-0,,1.A,FM,108511,138859,104752,92131,5.5,9.286,08/22/2012,07/25/2035
ABS,5929,12667G-JS-3,,1.A,FM,86537,118989,84106,82810,4.346,6.438,07/31/2024,06/25/2035
ABS,5929,12667G-L8-4,,1.A,FM,1069157,1158614,1117372,1044055,5.429,7.41,03/01/2023,08/25/2035
ABS,5929,12667G-MA-8,,1.A,FM,1276823,2090243,1146801,1153981,5.5,7.485,08/10/2022,06/25/2035
ABS,5929,12667G-MF-7,,1.A,FM,2027759,2201319,2050209,2007736,4.326,6.426,03/31/2022,06/25/2035
ABS,5929,12667G-RV-7,,1.A,FM,3583228,4000946,3738793,3569770,4.366,6.482,12/14/2023,07/25/2035
ABS,5929,12667G-T8-6,,1.A,FM,978844,1613688,914184,882463,5.5,7.319,04/07/2020,08/25/2035
ABS,5929,12667G-TS-2,,1.A,FM,403446,458025,331940,331009,5.5,6.503,05/06/2016,07/25/2035
ABS,5929,12667G-UY-7,,1.A,FM,614189,912436,891463,633362,5.339,18.857,09/08/2011,07/20/2035
ABS,5929,12667G-VF-7,,1.A,FM,107828,141879,116044,106539,4.346,7.648,01/31/2023,07/25/2035
ABS,5929,12667G-WF-6,,1.A,FM,3288465,3832109,3725929,3514429,4.466,8.222,11/30/2022,08/25/2035
ABS,5929,12667G-WV-1,,2.C,FM,1936651,2027897,1800634,1836979,5.5,5.194,03/31/2022,08/25/2035
ABS,5929,12667G-X5-7,,1.A,FM,919764,1389774,791052,681144,4.346,10.539,09/05/2019,09/25/2035
ABS,5929,12667G-X6-5,,1.A,FM,809652,1184815,668184,587690,4.246,9.779,09/05/2019,09/25/2035
ABS,5929,12667G-XA-6,,1.A,FM,1064643,2057827,1141904,997187,4.246,10.573,07/31/2024,08/25/2035
ABS,5929,12667G-XK-4,,1.A,FM,1998099,3142869,2021979,1871756,4.596,8.297,07/31/2024,08/25/2035
ABS,5929,12667L-AF-9,,1.A,FM,8310785,24443484,17761129,11265751,4.191,12.626,04/25/2025,05/25/2037
ABS,5929,12668A-4B-8,,1.A,FM,2708125,3060815,2814209,2659057,4.446,6.151,12/14/2023,01/25/2036
ABS,5929,12668A-5D-3,,1.A,FM,,954458,,,6.5,0.0,01/31/2023,09/25/2036
ABS,5929,12668A-5X-9,,1.A,FM,4144183,5135614,4199847,4225499,4.386,8.217,03/01/2023,02/25/2036
ABS,5929,12668A-A2-1,,1.A,FM,985866,1248854,1128977,1018034,5.5,9.249,05/08/2012,12/25/2035
ABS,5930,12668A-BD-6,,1.A,FM,1205214,1533388,1087486,1012079,5.5,8.561,06/01/2012,10/25/2035
ABS,5930,12668A-BD-6,,3.A,FM,327950,354541,251442,269657,5.5,4.912,12/07/2018,10/25/2035
ABS,5930,12668A-BE-4,,1.A,FM,490294,678292,480773,484779,5.5,6.439,09/24/2025,10/25/2035
ABS,5930,12668A-C4-5,,1.A,FM,209873,346898,215788,192382,4.546,10.047,01/31/2023,11/25/2035
ABS,5930,12668A-CG-8,,1.A,FM,1865193,2161137,2138166,1963541,4.488,8.606,11/30/2022,11/20/2035
ABS,5930,12668A-CG-8,,1.E,FM,1496177,1543317,1526913,1508700,4.488,6.313,12/19/2024,11/20/2035
ABS,5930,12668A-CP-8,,1.A,FM,682134,907491,810068,735425,4.448,8.253,06/11/2018,11/20/2035
ABS,5930,12668A-FM-2,,1.A,FM,1499161,2000387,1147274,1120168,5.5,7.176,04/07/2020,11/25/2035
ABS,5930,12668A-FW-0,,1.A,FM,666898,951322,586551,528604,4.246,8.899,04/17/2014,11/25/2035
ABS,5930,12668A-GN-9,,1.A,FM,625726,705065,669583,627058,5.306,6.628,10/18/2022,11/25/2035
ABS,5930,12668A-GT-6,,5.C,FM,307616,375187,338300,404440,6.118,3.917,10/14/2014,11/25/2035
ABS,5930,12668A-HG-3,,6.F,M,8897,38495,41787,40396,4.626,3.589,01/31/2023,11/25/2035
ABS,5930,12668A-JF-3,,1.A,FM,234843,294244,159192,154745,5.5,7.706,10/02/2012,11/25/2035
ABS,5930,12668A-JS-5,,1.A,FM,21803,59634,58432,23110,5.0,22.276,01/01/2025,02/28/2023
ABS,5930,12668A-KP-9,,1.A,FM,1628939,2603915,1600363,1607175,6.0,6.384,09/05/2025,11/25/2035
ABS,5930,12668A-LS-2,,1.A,FM,1588621,2072655,1405210,1289887,5.346,8.448,09/05/2019,11/25/2035
ABS,5930,12668A-LV-5,,1.A,FM,2074442,2507553,2211811,2117057,5.529,9.61,12/22/2023,11/25/2035
ABS,5930,12668A-PB-5,,1.A,FM,1185908,1390403,1061635,1030922,5.5,7.312,04/07/2020,11/25/2035
ABS,5930,12668A-Q2-4,,1.A,FM,2937208,5022990,2871866,2832908,5.5,7.721,03/04/2025,12/25/2035
ABS,5930,12668A-QH-1,,1.A,FM,3463492,3766588,3557190,3465889,4.488,6.042,08/29/2024,11/20/2035
ABS,5930,12668A-RH-0,,1.A,FM,3562,13698,10608,3562,4.865,0.0,01/31/2023,11/20/2035
ABS,5930,12668A-TT-2,,1.C,FM,562118,602740,528410,568646,5.029,3.292,01/13/2021,12/25/2035
ABS,5930,12668A-US-2,,1.A,FM,216720,541695,227027,185068,4.346,10.088,07/25/2025,12/25/2035
ABS,5930,12668A-UV-5,,1.A,FM,252934,425370,202923,159277,5.196,11.179,07/25/2025,12/25/2035
ABS,5930,12668A-V6-9,,1.A,FM,1347280,2763882,1305058,1311084,5.75,6.016,09/22/2025,01/25/2036
ABS,5930,12668A-WK-7,,6.*,,,2,,,5.939,0.0,01/31/2023,12/20/2035
ABS,5930,12668A-XB-6,,1.A,FM,319325,386982,386501,356202,4.694,7.683,12/12/2016,12/25/2035
ABS,5930,12668A-ZP-3,,1.A,FM,2859389,3302787,2985755,2844587,5.5,7.808,12/14/2023,12/25/2035
ABS,5930,12668A-ZX-6,,1.A,FM,1108465,1357969,1172549,1105766,4.646,8.144,06/20/2017,12/25/2035
ABS,5930,12668B-BN-2,,1.A,FM,7879668,9186528,7973672,7837039,4.406,6.605,06/05/2025,02/25/2037
ABS,5930,12668B-CH-4,,1.A,FM,377254,1029959,336259,352511,4.246,6.442,07/31/2024,02/25/2036
ABS,5931,12668B-CL-5,,2.B,FM,2204167,3785486,1857575,1928547,6.0,6.84,12/14/2023,02/25/2036
ABS,5931,12668B-EG-4,,1.C,FM,97945,105035,84876,86064,5.5,5.812,04/18/2017,02/25/2036
ABS,5931,12668B-EK-5,,1.A,FM,2005965,2707121,2111755,1928842,4.946,8.324,07/31/2024,02/25/2036
ABS,5931,12668B-FD-0,,1.A,FM,1110388,1467148,836867,816884,5.5,7.039,04/07/2020,02/25/2036
ABS,5931,12668B-FE-8,,1.A,FM,228517,388994,221888,201235,5.5,8.747,07/14/2023,02/25/2036
ABS,5931,12668B-GD-9,,5.C,FM,1619252,1713158,1690852,1669148,6.0,7.666,02/15/2023,02/25/2036
ABS,5931,12668B-KF-9,,3.A,FM,482229,553947,380709,410090,5.5,5.092,04/21/2020,02/25/2036
ABS,5931,12668B-LD-3,,1.A,FM,244421,681952,229273,217982,4.246,7.02,07/31/2024,03/25/2036
ABS,5931,12668B-PM-9,,1.A,FM,76677,126404,59120,59120,6.0,25.602,08/10/2022,04/25/2036
ABS,5931,12668B-PP-2,,1.A,FM,187861,470732,173895,166472,4.546,7.092,07/31/2024,04/25/2036
ABS,5931,12668B-PR-8,,1.A,FM,154428,254735,119104,118242,6.0,6.586,08/10/2022,04/25/2036
ABS,5931,12668B-PS-6,,1.A,FM,1335784,2201962,1029874,1022805,6.0,6.582,08/10/2022,04/25/2036
ABS,5931,12668B-PY-3,,2.C,FM,1735067,1969708,1406445,1591465,5.5,5.109,03/31/2022,04/25/2036
ABS,5931,12668B-QA-4,,4.C,FM,164374,169218,120825,143903,5.5,3.945,01/13/2021,04/25/2036
ABS,5931,12668B-RX-3,,1.A,FM,1007728,1484596,1091590,1023834,4.246,8.867,01/08/2016,05/25/2036
ABS,5931,12668B-TG-8,,1.A,FM,337138,846897,315704,324962,4.546,6.634,11/27/2024,04/25/2036
ABS,5931,12668B-UA-9,,5.A,FM,991193,994857,795824,935004,5.5,3.659,01/13/2021,05/25/2036
ABS,5931,12668B-WW-9,,1.A,FM,1157717,2200126,1128480,815025,6.0,14.01,08/11/2011,05/25/2036
ABS,5931,12668B-XD-0,,2.C,FM,593716,744503,381868,391350,6.0,6.006,05/24/2017,05/25/2036
ABS,5931,12668B-XF-5,,1.A,FM,292172,691237,266976,265731,4.196,6.551,07/31/2024,05/25/2036
ABS,5931,12668B-ZB-2,,1.A,Z,2130154,4609560,2090164,2088071,6.0,7.705,07/30/2025,05/25/2036
ABS,5931,126694-2A-5,,1.A,FM,646800,2013770,608075,516599,4.346,10.611,07/31/2024,05/25/2036
ABS,5931,126694-2C-1,,1.A,FM,60518,83745,33723,33723,6.0,29.423,04/07/2020,05/25/2036
ABS,5931,126694-2K-3,,1.A,FM,150683,433493,125171,121968,4.146,7.192,07/14/2023,05/25/2036
ABS,5931,126694-3H-9,,6.F,M,184588,1869240,128326,39478,6.0,,04/01/2025,05/25/2036
ABS,5931,126694-3Y-2,,1.A,FM,435001,474971,447235,441566,4.368,7.893,11/27/2024,05/20/2036
ABS,5931,126694-BQ-0,,1.A,FM,102342,114788,122458,122828,4.568,7.401,08/16/2016,10/20/2035
ABS,5931,126694-D2-1,,1.A,FM,484503,586330,569055,496973,4.613,10.115,04/21/2020,04/20/2036
ABS,5931,126694-EP-9,,1.B,FM,48819,69741,43214,46669,13.361,,01/31/2023,10/25/2035
ABS,5931,126694-FD-5,,1.A,FM,987445,1520041,977043,956448,5.5,6.169,06/05/2025,10/25/2035
ABS,5931,126694-G9-3,,1.A,FM,444209,894592,426425,432204,6.0,5.398,08/10/2022,04/25/2036
ABS,5931,126694-JH-2,,6.F,E,125866,,76862,76862,1.655,1.876,05/19/2021,09/25/2035
ABS,5931,126694-K3-1,,1.G,FM,346566,562533,285069,282530,6.0,6.292,12/26/2012,04/25/2036
ABS,5931,126694-KV-9,,3.C,FM,223769,264471,129207,144507,5.0,4.041,11/14/2013,11/25/2035
ABS,5931,126694-LU-0,,1.A,FM,726171,885672,749427,746742,4.792,7.136,11/24/2014,11/25/2035
ABS,5931,126694-M7-0,,1.A,FM,1981,15048,645,1110,4.446,0.0,01/31/2023,04/25/2046
ABS,5931,126694-MH-8,,1.A,FM,3020445,3511188,3186447,3101006,4.439,8.632,03/04/2025,11/20/2035
ABS,5932,126694-MS-4,,4.C,FM,151635,166890,97288,113759,5.5,3.282,04/27/2017,11/25/2035
ABS,5932,126694-MU-9,,4.B,FM,1321383,1807431,1053639,1226855,5.5,3.376,11/10/2020,11/25/2035
ABS,5932,126694-N5-3,,1.A,FM,32389,124575,128860,28134,4.446,56.898,01/31/2023,04/25/2046
ABS,5932,126694-NV-6,,1.A,FM,1683480,3423170,1357601,1264643,5.5,6.667,08/10/2022,12/25/2035
ABS,5932,126694-TQ-1,,1.A,FM,489409,958158,479953,423627,4.496,11.464,07/31/2024,01/25/2036
ABS,5932,126694-TU-2,,1.A,FM,376913,403846,230426,243078,5.5,5.959,04/30/2014,01/25/2036
ABS,5932,126694-V9-6,,6.F,E,,,15613,6524,0.0,0.0,02/01/2025,05/20/2046
ABS,5932,126694-VM-7,,1.A,FM,234140,299813,281467,266132,4.518,9.925,02/28/2024,02/20/2036
ABS,5932,126694-VM-7,,1.B,FM,123945,145174,136291,144706,4.518,6.351,10/30/2014,02/20/2036
ABS,5932,126694-VM-7,,1.F,FM,142001,164007,153971,165047,4.518,6.072,08/05/2014,02/20/2036
ABS,5932,126694-WD-6,,1.A,FM,2391299,2698961,2533807,2464622,4.518,9.019,05/02/2024,02/20/2036
ABS,5932,126694-WE-4,,1.A,FM,2033709,2401202,2330967,2089913,4.821,8.666,03/01/2023,03/20/2036
ABS,5932,126694-WL-8,,1.A,FM,155626,165615,160000,157299,4.531,6.804,07/31/2024,03/20/2036
ABS,5932,126694-WP-9,,1.A,FM,561359,624585,620288,563873,4.929,8.109,01/31/2023,03/20/2036
ABS,5932,126694-X7-8,,3.A,FM,505929,673867,286287,310713,5.5,4.704,04/01/2025,05/25/2036
ABS,5932,12669D-2Y-3,,1.A,FM,79463,79428,71643,79487,3.853,3.81,10/28/2014,07/19/2033
ABS,5932,12669D-6A-1,,1.A,FM,24105,24349,23664,24192,4.0,4.37,03/17/2015,05/25/2033
ABS,5932,12669D-BV-9,,1.A,FM,21098,432787,104871,,6.25,0.0,01/31/2023,11/25/2032
ABS,5932,12669D-D5-4,,5.B,FM,49172,70246,64676,49824,4.832,14.477,01/31/2023,05/19/2033
ABS,5932,12669F-2G-7,,1.A,FM,3274570,3709137,3659873,3381461,4.646,9.015,06/12/2014,10/25/2034
ABS,5932,12669F-3D-3,,1.A,FM,292202,326222,316600,310743,5.204,6.567,12/04/2012,04/20/2035
ABS,5932,12669F-BY-8,,6.*,,116,116,,,3.386,0.0,11/01/2024,12/25/2033
ABS,5932,12669F-D5-9,,1.A,FM,81450,232713,186021,89760,5.0,31.53,01/31/2023,07/25/2034
ABS,5932,12669F-M3-4,,1.A,FM,1951283,2000152,1963693,1950227,5.304,5.477,03/31/2022,08/25/2034
ABS,5932,12669F-M6-7,,1.A,FM,1655978,1810358,1811082,1650000,6.072,9.401,02/15/2023,08/25/2034
ABS,5932,12669F-N2-5,,1.A,FM,4473710,4818660,4583260,4454398,5.355,7.256,03/01/2023,08/25/2034
ABS,5932,12669F-P2-3,,6.F,M,973,77802,76804,973,0.0,,01/31/2023,08/25/2034
ABS,5932,12669F-QD-8,,1.A,FM,197627,334960,271972,220113,5.75,12.621,01/31/2023,04/25/2034
ABS,5932,12669F-RB-1,,1.A,FM,53959,55416,54360,54357,5.5,5.976,11/30/2011,03/25/2034
ABS,5932,12669F-UA-9,,1.A,FM,196886,206000,203515,197860,5.25,6.337,05/02/2024,06/25/2034
ABS,5932,12669F-UG-6,,6.*,,,11,,,5.25,0.0,01/31/2023,06/25/2034
ABS,5932,12669F-W8-2,,1.A,FM,757560,822347,767726,757341,4.646,7.675,03/31/2022,09/25/2034
ABS,5932,12669F-W9-0,,1.A,FM,850796,914136,883853,839078,4.646,8.566,11/12/2019,09/25/2034
ABS,5932,12669F-X7-3,,1.A,FM,989289,1055304,995796,985098,5.187,7.064,02/07/2025,09/25/2034
ABS,5932,12669F-X8-1,,1.A,FM,216986,223409,208314,217734,4.606,5.506,10/19/2017,09/25/2034
ABS,5932,12669G-AA-9,,4.B,FM,152282,194373,172329,193260,4.384,4.815,12/07/2015,11/25/2034
ABS,5932,12669G-AA-9,,4.C,FM,23798,30073,26663,30148,4.384,4.623,12/10/2013,11/25/2034
ABS,5932,12669G-AA-9,,5.A,FM,117490,145855,129313,148361,4.384,4.287,02/25/2015,11/25/2034
ABS,5932,12669G-AA-9,,5.B,FM,4616,5624,4986,5809,4.384,3.935,11/12/2014,11/25/2034
ABS,5932,12669G-AA-9,,5.C,FM,66356,80195,71100,83375,4.384,3.788,10/07/2014,11/25/2034
ABS,5932,12669G-BA-8,,1.A,FM,160750,183191,179347,163603,5.276,8.668,03/31/2020,11/20/2034
ABS,5933,12669G-CX-7,,1.A,FM,3325,709337,132719,6710,5.5,65.847,01/31/2023,12/25/2034
ABS,5933,12669G-EC-1,,1.A,FM,86301,345206,303288,127256,5.574,41.89,01/31/2023,12/25/2034
ABS,5933,12669G-JB-8,,1.A,FM,441321,472944,466890,447580,4.506,6.808,03/16/2023,02/25/2035
ABS,5933,12669G-K6-7,,1.A,FM,427259,990849,388537,427259,5.5,4.541,05/18/2021,07/25/2035
ABS,5933,12669G-KC-4,,1.A,FM,2030483,2168973,2050153,2029757,4.546,6.137,11/27/2024,02/25/2035
ABS,5933,12669G-LL-3,,1.A,FM,179556,238382,251599,257870,4.526,6.505,12/11/2013,03/25/2035
ABS,5933,12669G-MU-2,,1.A,FM,1316144,1734553,1350362,1211614,4.546,9.203,11/12/2019,02/25/2035
ABS,5933,12669G-N6-4,,1.A,FM,1089094,1157522,1110568,1096586,4.186,7.281,09/30/2024,06/25/2035
ABS,5933,12669G-NP-2,,1.A,FM,1412381,1516168,1463414,1428033,4.466,6.781,12/14/2023,03/25/2035
ABS,5933,12669G-PT-2,,1.A,FM,1237821,1301037,1295235,1291092,4.526,5.833,01/13/2021,03/25/2035
ABS,5933,12669G-RQ-6,,1.A,FM,2142498,2450017,2409384,1774743,4.426,15.061,11/27/2024,03/25/2035
ABS,5933,12669G-TQ-4,,1.A,FM,1836945,1990403,1898255,1841135,4.426,6.341,06/26/2018,04/25/2035
ABS,5933,12669G-YN-5,,1.A,FM,798722,935133,798201,798870,5.5,7.276,12/22/2025,05/25/2035
ABS,5933,12669L-AF-7,,1.A,FM,,256068,,,4.476,0.0,01/31/2023,09/25/2037
ABS,5933,12669U-CB-4,,1.A,FM,143929,164511,155019,156409,4.407,5.125,10/23/2020,11/25/2034
ABS,5933,12669Y-AC-6,,1.A,FM,194443,478630,177795,159754,6.25,9.587,07/14/2023,09/25/2036
ABS,5933,12669Y-AE-2,,1.A,FM,956919,2326856,864348,784948,6.25,9.336,07/14/2023,09/25/2036
ABS,5933,12669Y-AH-5,,1.A,FM,801432,1858394,717200,656703,6.5,9.168,07/14/2023,09/25/2036
ABS,5933,12669Y-AW-2,,1.A,FM,403371,982343,364907,330945,6.25,9.368,07/14/2023,09/25/2036
ABS,5933,12670F-AF-7,,1.A,FM,1535386,5000965,4303128,1900344,4.106,16.628,07/31/2024,06/25/2047
ABS,5933,12674U-AE-3,,1.C,,4999932,5000000,5091183,4997675,5.831,5.79,06/18/2025,06/25/2060
ABS,5933,12674U-AF-0,,1.F,,1727953,1725000,1756250,1726869,6.13,6.039,07/22/2025,06/25/2060
ABS,5933,12704N-AA-1,,1.G,FE,49299542,49300000,49957381,49301683,5.811,5.945,05/07/2025,05/25/2040
ABS,5933,12704N-AB-9,,2.C,FE,4749964,4750000,4825594,4750640,6.437,6.694,05/07/2025,05/25/2040
ABS,5933,144531-AE-0,,4.A,FM,323240,333474,348661,332822,4.746,6.424,11/30/2022,05/25/2034
ABS,5933,144531-AE-0,,4.B,FM,230585,259814,271646,259571,4.746,6.389,11/05/2013,05/25/2034
ABS,5933,144531-AQ-3,,1.A,FM,2921838,2942342,3111625,3063490,4.881,5.491,03/31/2022,08/25/2034
ABS,5933,144539-AC-7,,1.A,FM,10891065,12245751,11372535,10949169,3.996,6.068,03/21/2025,01/25/2037
ABS,5933,152314-EN-6,,6.*,,83,83,4,4,6.54,0.0,01/31/2023,01/25/2032
